name,height,category,subcat1,subcat2,extras
Hajime Sasaki,153,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chiaki Sonohara,153,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Fumika Kenmochi,151,fictional,Fastest Finger First,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Barinas,190,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Camille,179,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hersey,177,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Beatrice,176,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Anna,172,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Frantiva,172,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuffie,170,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Victoria,168,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ashwaya,167,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kiraya,166,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Angela,164,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Miyuki Soga,163,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kasumi,161,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saya Murasaki,159,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Maki Toubun,158,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hotaru Kamiizumi,157,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nina,156,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gekka Ootori,156,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rikia,156,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Emma,155,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rie Natsume,145,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rotania,139,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mei Iga,138,fictional,Illusion Connect,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saazbaum,190,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Cruhteo,187,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rayregalia Vers Rayvers,185,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Trillram,185,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kouichirou Marito,183,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Vlad,182,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Souma Yagarai,180,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuutarou Tsumugi,176,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Calm Craftman,175,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Femieanne,173,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shigou Kakei,172,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Slaine Troyard,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Darzana Magbaredge,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Okisuke Mikuni,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kisaki Matsuribi,170,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuki Kaizuka,168,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kaoru Mizusaki,166,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Inko Amifumi,165,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Inaho Kaizuka,164,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rayet Areash,158,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nina Klein,158,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Asseylum Vers Allusia,155,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Eddelrittuo,134,fictional,Aldnoah Zero,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Zastin Deviluke,205,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryoko Mikado,171,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ren Elsie Jewelria,168,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Risa Momioka,167,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rin Kujou,167,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tearju Lunatique,167,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Lala Satalin Deviluke,165,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Saki Tenjoin,165,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rito Yuuki,null,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yui Kotegawa,162,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kyoko Kirisaki,162,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Haruna Sairenji,160,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Oshizu Murasame,159,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Run Elsie Jewelria,158,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ayako 'Aya' Fujisaki,157,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Golden Darkness,153,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mea Kurosaki,153,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mio Sawada,null,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Momo Belia Deviluke,151,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nana Astar Deviluke,151,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mikan Yuuki,149,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Celine,47,fictional,To Love-Ru (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kuina,186,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hideki Owase,185,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takashi Shiginuma,183,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yutaka Nabari,182,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Akira Kougami,180,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takuma Yoshikiri,180,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shizuru Migiwa,178,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Arata Kijitani,177,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hayato Ozaki,176,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shiori Tokimiya,176,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Touichirou Sasagoi,176,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rui Sagisawa,175,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shougo Ukawa,173,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tarou Tsubameno,172,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Motofumi Mashiko,171,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shirou Mozuyama,170,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hisui Hoshikawa,166,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Keizaburou Ouchi,165,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Koruri Masaki,162,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shouko Shiginuma,160,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hitaki Kuze,158,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tsugumi Kuze,157,fictional,The Scales of Nil Admirari: The Mysterious Story of Teito,anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Takaaki Kojou,189,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kei Shinomiya,186,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Aoi Shinomiya,180,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gen Tokisaka,177,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Suginami,177,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryouhei Shinomiya,176,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kouhei Shinomiya,176,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ichito Tokisaka,174,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Suginami,171,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ian Selway,169,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryuunosuke,168,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kousuke Edogawa,167,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Maika Mizukoshi,165,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tomoe Gojouin,165,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Elizabeth,165,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kanata,165,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Wataru Itabashi,163,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Izumi Sogou,163,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ricca Morizono,162,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mayuki Kousaka,161,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Charles Yoshino / Charles Maroth,161,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuzu Kohinata (Adult),161,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Edward Watson,159,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuuhi Takanashi,159,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Sorane Oumi,159,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Otome Asakura,158,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Akane Hanasaki,158,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tamaki Konomiya,158,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rurika Ordet,158,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yukina Tokisaka,158,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nanaka Shirakawa,157,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kotori Shirakawa,157,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Miki Asahina,157,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hiyori Shirakawa,157,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mizuha Sakuragi,157,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Maya Sawai,156,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shio Koujou,156,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mikoto,156,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Miu Mishima,156,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Koko Tsukishima,155,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nemu Asakura,155,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Himeno Katsuragi,155,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Akari Shirakawa,154,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yume Asakura,153,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Miharu Amakase,153,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Aoi Hinomoto,153,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Chiyoko Hinohara,153,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Nino Tokisaka,152,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kako Yasaka,152,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Minatsu Amakase,151,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mary Holmes,151,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shiki Edogawa,150,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Arisu Sagisawa,150,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Sara Rukawa / Sara Chrysalis,148,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shiina Houjou,144,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Menoa Yasaka,144,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Anzu Yukimura,143,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Alice Tsukishiro,141,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Sakura Yoshino,140,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuzu Kohinata,116,fictional,D.C. Da Capo (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
All Might,220,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kuugo Sakamata,202,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Endeavor,195,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Inasa Yoarashi,190,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yawara Chatora,190,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mezou Shouji,187,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Koji Koda,186,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Rikido Sato,185,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shota Aizawa,183,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tenya Iida,179,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hanta Sero,177,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Hitoshi Shinso,177,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tamaki Amajiki,177,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shoto Todoroki,176,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Momo Yaoyorozu,173,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Katsuki Bakugo,172,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Seiji Shishikura,172,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yokumiru Mera,171,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Eijiro Kirishima,170,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Neito Monoma,170,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mashirao Ojiro,169,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Moe Kamiji,169,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Denki Kaminari,168,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Yuga Aoyama,168,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kamui Woods,168,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Shino Sousaki,168,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ibara Shiozaki,167,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ryuuko Tsuchikawa,167,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Izuku Midoriya,166,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Itsuka Kendo,166,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tomoko Shiretoko,166,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Emi Fukukado,166,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mina Ashido,159,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Fumikage Tokoyami,158,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Mei Hatsume,157,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Ochako Uraraka,156,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Kyoka Jiro,154,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Toru Hagakure,152,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Tsuyu Asui,150,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
Gran Torino,120,fictional,My Hero Academia (Series),anime,"{'Birthday': nan, 'Age':nan, 'Gender': nan, 'Blood Type': nan}"
