name,height,category,subcat1,subcat2,extras
audrey whitby,163.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
audrina patridge,166.0,celebrity,star,reality,"{'net_worth': 5000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1985-05-09', 'age': 38.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
augie duke,157.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
augustus prew,180.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
auli'i cravalho,159.0,celebrity,actress,voice,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
aura garrido,162.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
aure atika,173.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
aurora perrineau,178.0,celebrity,actress,movie,"{'net_worth': 3000000.0, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
austin abrams,171.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
austin amelio,180.0,celebrity,actor,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
austin butler,182.0,celebrity,actor,tv,"{'net_worth': 4000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1991-08-17', 'age': 31.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
austin mahone,177.0,celebrity,singer,pop,"{'net_worth': 5000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1996-04-04', 'age': 27.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
austin nichols,191.0,celebrity,actor,movie,"{'net_worth': 4000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1980-04-24', 'age': 43.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
austin nichols,191.0,celebrity,actor,movie,"{'net_worth': 4000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1980-04-24', 'age': 43.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
austin peck,185.0,celebrity,actor,soap,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
austin stowell,164.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
autumn reeser,161.0,celebrity,actress,tv,"{'net_worth': 3000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1980-09-21', 'age': 42.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
ava addams,159.0,celebrity,1979,born,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
ava gardner,166.0,celebrity,actress,movie,"{'net_worth': 200000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1922-12-24', 'age': 67.0, 'is_alive': 0.0, 'death': '1990-01-25', 'birthDate': None, 'deathDate': None}"
ava max,155.0,celebrity,singer,pop,"{'net_worth': 3000000.0, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
avan jogia,178.0,celebrity,actor,tv,"{'net_worth': 1000000.0, 'gender': 'male', 'nationality': 'ca', 'birthday': '1992-02-09', 'age': 31.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
avery brooks,185.0,celebrity,actor,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
avery brooks,185.0,celebrity,actor,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
avicii,178.0,celebrity,dj,,"{'net_worth': 50000000.0, 'gender': 'male', 'nationality': 'se', 'birthday': '1989-09-08', 'age': 28.0, 'is_alive': 0.0, 'death': '2018-04-20', 'birthDate': None, 'deathDate': None}"
avril lavigne,155.0,celebrity,singer,pop,"{'net_worth': 60000000.0, 'gender': 'female', 'nationality': 'ca', 'birthday': '1984-09-27', 'age': 38.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
awkwafina,155.0,celebrity,rapper,,"{'net_worth': 4000000.0, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
axl rose,174.0,celebrity,singer,rock,"{'net_worth': 200000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1962-02-06', 'age': 61.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
axle whitehead,183.0,celebrity,singer,pop,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
aya cash,155.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
ayelet zurer,168.0,celebrity,actress,movie,"{'net_worth': 5000000.0, 'gender': 'female', 'nationality': 'il', 'birthday': '1969-06-28', 'age': 54.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
ayesha dharker,157.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
ayla kell,161.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
aylin tezel,166.0,celebrity,actress,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
azealia banks,157.0,celebrity,rapper,,"{'net_worth': 3000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1991-05-31', 'age': 32.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
azie tesfai,165.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
aziz ansari,167.0,celebrity,actor,tv,"{'net_worth': 20000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1983-02-23', 'age': 40.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
azura skye,168.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
b.j. britt,180.0,celebrity,actor,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
babe ruth,187.0,celebrity,baseball,,"{'net_worth': 800000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1895-02-06', 'age': 53.0, 'is_alive': 0.0, 'death': '1948-08-16', 'birthDate': None, 'deathDate': None}"
bad bunny,180.0,celebrity,rapper,,"{'net_worth': 16000000.0, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bai ling,160.0,celebrity,actress,movie,"{'net_worth': 3000000.0, 'gender': 'female', 'nationality': 'cn', 'birthday': '1966-10-10', 'age': 56.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bailee madison,166.0,celebrity,actress,tv,"{'net_worth': 6000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1999-10-15', 'age': 23.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bailey bass,162.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bailey chase,183.0,celebrity,actor,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bailey de young,152.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bailey noble,167.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
balthazar getty,175.0,celebrity,actor,movie,"{'net_worth': 200000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1975-01-22', 'age': 48.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bam bam bigelow,188.0,celebrity,wrestler,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bam margera,173.0,celebrity,star,reality,"{'net_worth': 20000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1979-09-28', 'age': 43.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bar paly,174.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bar refaeli,174.0,celebrity,model,,"{'net_worth': 25000000.0, 'gender': 'female', 'nationality': 'il', 'birthday': '1985-06-04', 'age': 38.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barack obama,185.0,celebrity,president,us,"{'net_worth': 70000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1961-08-04', 'age': 61.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara babcock,173.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara babcock,173.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara bach,170.0,celebrity,actress,movie,"{'net_worth': 20000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1947-08-27', 'age': 75.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara bain,170.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara bel geddes,159.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara bosson,170.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara bouchet,166.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara carrera,173.0,celebrity,actress,,"{'net_worth': 15000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1944-09-01', 'age': 78.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara crampton,163.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara eden,162.0,celebrity,actress,tv,"{'net_worth': 10000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1931-08-23', 'age': 91.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara feldon,174.0,celebrity,actress,tv,"{'net_worth': 3000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1933-03-12', 'age': 90.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara flynn,164.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara hale,163.0,celebrity,actress,tv,"{'net_worth': 3000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1922-04-18', 'age': 94.0, 'is_alive': 0.0, 'death': '2017-01-26', 'birthDate': None, 'deathDate': None}"
barbara harris,164.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara harris,164.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara hershey,184.0,celebrity,actress,movie,"{'net_worth': 12000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1948-02-05', 'age': 75.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara nedeljakova,167.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara nichols,167.0,celebrity,actress,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara niven,164.0,celebrity,actress,soap,"{'net_worth': 8000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1953-02-26', 'age': 70.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara palvin,171.0,celebrity,model,,"{'net_worth': 6000000.0, 'gender': 'female', 'nationality': 'hu', 'birthday': '1993-10-08', 'age': 29.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara rhoades,175.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara rush,168.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara shelley,170.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara stanwyck,165.0,celebrity,actress,movie,"{'net_worth': 1000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1907-07-16', 'age': 82.0, 'is_alive': 0.0, 'death': '1990-01-20', 'birthDate': None, 'deathDate': None}"
barbara sukowa,164.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara tyson,173.0,celebrity,actress,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara walters,164.0,celebrity,journalist,,"{'net_worth': 170000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1929-09-25', 'age': 93.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbara windsor,149.0,celebrity,actress,soap,"{'net_worth': 13000000.0, 'gender': 'female', 'nationality': 'gb', 'birthday': '1937-08-06', 'age': 83.0, 'is_alive': 0.0, 'death': '2020-12-10', 'birthDate': None, 'deathDate': None}"
barbi benton,160.0,celebrity,model,,"{'net_worth': 20000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1950-01-28', 'age': 73.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barbie blank,164.0,celebrity,wrestler,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbie ferreira,168.0,celebrity,star,instagram,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barbra streisand,185.0,celebrity,singer,pop,"{'net_worth': 400000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1942-04-24', 'age': 81.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barkhad abdi,177.0,celebrity,actor,movie,"{'net_worth': 100000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1985-04-10', 'age': 38.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barret swatek,178.0,celebrity,actress,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barrett doss,171.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barrett foa,178.0,celebrity,actor,tv,"{'net_worth': 3000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1977-09-18', 'age': 45.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry bostwick,192.0,celebrity,actor,movie,"{'net_worth': 3000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1945-02-24', 'age': 78.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry corbin,180.0,celebrity,actor,tv,"{'net_worth': 4000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1940-10-16', 'age': 82.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry duffield,173.0,celebrity,actor,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry fitzgerald,160.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry foster,171.0,celebrity,football,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry gibb,180.0,celebrity,singer,rock,"{'net_worth': 140000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1946-09-01', 'age': 76.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry jenkins,170.0,celebrity,director,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry jenkins,170.0,celebrity,director,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry keoghan,170.0,celebrity,actor,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry manilow,183.0,celebrity,singer,pop,"{'net_worth': 100000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1943-06-17', 'age': 80.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry mcguigan,166.0,celebrity,boxer,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry morse,177.0,celebrity,actor,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry norman,183.0,celebrity,writer,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry pepper,166.0,celebrity,actor,movie,"{'net_worth': 10000000.0, 'gender': 'male', 'nationality': 'ca', 'birthday': '1970-04-04', 'age': 53.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry shabaka henley,185.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
barry van dyke,184.0,celebrity,actor,tv,"{'net_worth': 6000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1951-07-31', 'age': 71.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry watson,182.0,celebrity,actor,tv,"{'net_worth': 1000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1974-04-23', 'age': 49.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry white,189.0,celebrity,singer,r&b,"{'net_worth': 20000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1944-09-12', 'age': 58.0, 'is_alive': 0.0, 'death': '2003-07-04', 'birthDate': None, 'deathDate': None}"
barry williams,178.0,celebrity,actor,tv,"{'net_worth': 6000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1954-09-30', 'age': 68.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
barry williams,178.0,celebrity,actor,tv,"{'net_worth': 6000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1954-09-30', 'age': 68.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
basil rathbone,186.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bd wong,164.0,celebrity,actor,tv,"{'net_worth': 8000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1960-10-24', 'age': 62.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bea arthur,177.0,celebrity,actress,tv,"{'net_worth': 25000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1922-05-13', 'age': 86.0, 'is_alive': 0.0, 'death': '2009-04-25', 'birthDate': None, 'deathDate': None}"
bea miller,155.0,celebrity,singer,pop,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
beanie feldstein,155.0,celebrity,actress,movie,"{'net_worth': 3000000.0, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bear grylls,182.0,celebrity,star,reality,"{'net_worth': 25000000.0, 'gender': 'male', 'nationality': 'gb', 'birthday': '1974-06-07', 'age': 49.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
beatie edney,157.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
beatrice rosen,170.0,celebrity,actress,tv,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
beau bridges,179.0,celebrity,actor,movie,"{'net_worth': 16000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1941-12-09', 'age': 81.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
beau garrett,177.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
beau knapp,180.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
beau mirchoff,185.0,celebrity,actor,tv,"{'net_worth': 2000000.0, 'gender': 'male', 'nationality': 'ca', 'birthday': '1989-01-13', 'age': 34.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bebe daniels,157.0,celebrity,actress,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bebe neuwirth,164.0,celebrity,actress,tv,"{'net_worth': 10000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1958-12-31', 'age': 64.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bebe rexha,163.0,celebrity,singer,pop,"{'net_worth': 5000000.0, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
becca tobin,156.0,celebrity,actress,tv,"{'net_worth': 3000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1986-01-18', 'age': 37.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
beck hansen,171.0,celebrity,songwriter,,"{'net_worth': 15000000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1970-07-08', 'age': 53.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
becki newton,159.0,celebrity,actress,tv,"{'net_worth': 2000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1978-07-04', 'age': 45.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
becky g,151.0,celebrity,singer,pop,"{'net_worth': 7000000.0, 'gender': 'female', 'nationality': 'us', 'birthday': '1997-03-02', 'age': 26.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
becky hill,176.0,celebrity,singer,pop,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
beetlejuice,130.0,celebrity,comedian,,"{'net_worth': 200000.0, 'gender': 'male', 'nationality': 'us', 'birthday': '1968-06-02', 'age': 55.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
behati prinsloo,184.0,celebrity,model,,"{'net_worth': 9000000.0, 'gender': 'female', 'nationality': 'na', 'birthday': '1989-05-16', 'age': 34.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
bel powley,160.0,celebrity,movies,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
bela lugosi,185.0,celebrity,actor,movie,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
belinda bauer,168.0,celebrity,actress,,"{'net_worth': None, 'gender': None, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
