Category,Name,Height
Haikyuu!!,Tadashi Yamaguchi,179.5
Fairy Tail,Gajeel Redfox,181
Toriko,Hannya Panda,1400
Toriko,Ouban,241
Toriko,Yosaku,249
Toriko,Zonge,269
Danganronpa,Ryoma Hoshi ,105
Danganronpa,Shuichi Saihara,171
Danganronpa,Kirumi Tojo,176
Danganronpa,Korekiyo Shinguji,188
Toriko,Coco,186
My Hero Academia,Hawks,172
Watamote,Tomoko Kuroki,159
Danganronpa,Mikan Tsukimi,165
Toriko,Ichiryu,237
Pokemon,Misty,147.32
Toriko,Gorilla Taurus,400000
One Punch Man,Garou,192
Toriko,Sky Deer,400000
Juuni Taisen,Ushii,181
Juuni Taisen,Tora,154
Juuni Taisen,Uuma,230
Juuni Taisen,Nezumi,170
The Devil Is a Part-Timer!,Emi Yusa,163
Juuni Taisen,Dotsuku,177
The Devil Is a Part-Timer!,Chiho Sasaki,150
 Juuni Taisen,Inounoshishi,176
The Devil Is a Part-Timer!,Suzuno Kamazuki,152
Juuni Taisen,Hitsujii,140
Juuni Taisen,Tatsumi Kyoudai Otouto,164
The Devil Is a Part-Timer!,Shirō Ashiya,184
Juuni Taisen,Tatsumi Kyoudai Ani,164
The Devil Is a Part-Timer!,Sadao Maou,173
The Devil Is a Part-Timer!,Hanzō Urushihara,155
Juuni Taisen,Niwatori,153
Juuni Taisen,Sharyu,150
Sword Art Online,Kirito,172
One piece,Mihawk,198
Genshin Impact,Xiao,158
One Punch Man,Boros (unsealed),282
Danmachi,Hestia,152
One Punch Man,Boros (Meteoric Burst),328
One Punch Man,Boros,249
Akame Ga Kill,Esdeath,212
Akame Ga Kill,Emperor,165
Akame Ga Kill,Akame,179
One Piece,Kurozumi Orochi,350
Record of Ragnarok,Jack the Ripper,215
Record of Ragnarok,Sasaki,209
Record of Ragnarok,Poseidon,242
Record of Ragnarok,Thor,249
One Piece,kaido,710
Danganronpa,Junko Enoshima,169
Kantai Collection,Iowa,180
My Hero Academia,Eijirou Kirishima ,170
Haikyuu!!,Atsumu Miya,183.6
Haikyuu!!,Yachi Hitoka,149.7
Haikyuu!!,Suna Rintarou,185.7
Haikyuu!!,Koutarou Bokuto,185.3
Haikyuu!!,Morisuke Yaku,166
Haikyuu!!,Kiyoomi Sakusa,189
Haikyuu!!,Satori Tendou,187.7
My Hero Academia,Fatgum,248.92000000000002
Haikyuu!!,Osamu Miya,183.8
Haikyuu!!,Tsutomu Goshiki,181
Haikyuu!!,Keiji Akaashi,182.3
Haikyuu!!,Motoya Komori,180
Haikyuu!!,Shinsuke Kita,175.2
Haikyuu!!,Hajime Iwaizumi,179.3
Seven Deadly Sins,King,160
Little Witch Academia,Lotte Yanson,156
My Hero Academia,Uraraka Ochaco,156
Jujutsu Kaisen,Itadori Yuuji,173
Jujutsu Kaisen,Zenin Maki,170
Haikyuu!!,Koganegawa Kanji,191.5
Haikyuu!!,Semi Eita,179.5
Jujutsu Kaisen,Kugisaki Nobara,160
Jujutsu Kaisen,Panda,200
Jujutsu Kaisen,Fushiguro Megumi,175
My Hero Academia,Yaoyorozu Momo,173
Haikyuu!!,Ojiro Aran,184.7
My Hero Academia,Asui Tsuyu,150
Jujutsu Kaisen,Inumaki Toge,164
My Hero Academia,Ashido Mina,159
My Hero Academia,Kaminari Denki,168
One Piece,Califa,185
One Piece,Kalifa,185
Kantai Collection,Yamato,219
Kantai Collection,Nagato,287.02
Kantai Collection,Kongou,160
Kantai Collection,Bismarck,179
Pokemon,Grimmsnarl,150.8
One piece,Black Maria ,820
Haikyuu!!,Kunimi Akira,182.8
Demon Slayer,Tomioka Giyuu,176
My Hero Academia,Tokoyami Fumikage,158
Demon Slayer,Kanao Tsuyuri,156
My Hero Academia,Aoyama Yuga,168
My Hero Academia,Jirou Kyouka,154
Demon Slayer,Shinazugawa Sanemi,179
Demon Slayer,Inosuke,223
My Hero Academia,Mineta Minoru,108
Demon Slayer,Rengoku Kyojiro,177
My Hero Academia,Koda Koji,186
My Hero Academia,Sato Rikido,185
Demon Slayer,Kanroji Mitsuri,167
Demon Slayer,Zenitsu,218
Demon Slayer,Iguro Obanai,162
My Hero Academia,Sero Hanta,177
Demon Slayer,Kamado Nezuko,153
My Hero Academia,Shoji Mezo,187
Demon Slayer,Kocho Shinobu,151
Demon Slayer,Kamado Tanjiro,165
My Hero Academia,Ojiro Mashirao,169
My Hero Academia,Hagakure Toru,132
My Hero Academia,Monoma Neito,170
Danganronpa,Ryota Mitarai,160
Soul Eater,Black*Star,155
Danganronpa,Chiaki Nanami,160
Danganronpa,Makoto Naegi,160
Pandora Hearts,Xerxes Break,177.5
JoJo's Bizarre Adventure,Trish Una,163
Danganronpa,Chisa Yukizome,161
JoJo's Bizarre Adventure,Leone Abbacchio,188
Fairy Tail,Bickslow,195
Danganronpa,Gonta Gokuhara,198
JoJo's Bizarre Adventure,Narancia Ghirga,164
Little Witch Academia,Atsuko Kagari,161
Danganronpa,Kaito Momota,184
Danganronpa,Maki Harukawa,162
Danganronpa,Kaede Akamatsu,167
Pokémon,Elesa,200
Little Witch Academia,Jasminka Antonenko,165
Little Witch Academia,Magic Knight Grand Charion,914.4
Uzaki-chan wa Asobitai!,Shinichi Sakurai,180
Little Witch Academia,Constanze Amalie,152
Little Witch Academia,Sucy Manbavaran,163
Little Witch Academia,Amanda O'Neil,167
Little Witch Academia,Ursula Callisitis,170
Uzaki-chan wa Asobitai!,Hana Uzaki,158
One Piece,Cavendish,208
Kono Subarashii Sekai ni Shukufuku wo!,Megumin,151
"Don't toy with me, miss Nagatoro",Naoto Hachioji (Senpai),176
"Don't toy with me, miss Nagatoro",Hayase Nagatoro,150
Dragon Ball,Goku Xeno,175
Dragon Ball,Vegeta Xeno,164
One Piece,Morgan,285
Fairy Tail ,Acnologia,218
One Piece,Axe Hand Morgan,285
One Piece,"""Master of the Sky"" Nola",20000
One Piece,Kaido (Dragon Form),950000000
Baki the Grappler,Jack Hanma ,243
Baki the Grappler,Pickle,245
Baki the Grappler,Yuichiro Hanma,204
Baki the Grappler,Biscuit Oliva,180
One Piece,Caesar Clown (Shinokuni),1080
Baki the Grappler,Hanayama,206
One Piece,Lord of the Coast,6000
One Piece,Don Chinjao,520
One Piece,(Pre-Timeskip) Killer,193
One Piece,(Flashback) Benn Beckman,200.9
One Piece,Heppoko,187
One Piece,Lucky Roux (Marineford),241
One Piece,Gasparde,365
One Piece,Bullet,510
One Piece,Hamburg,255
One Piece,(Pre-timeskip) Zoro,178
One Piece,Rocks D. Xebec,458
One Piece,(Before Training) Helmeppo,174
One Piece,Monkey D. Luffy (Pre-timeskip),172
One Piece,Mountain Bandit,178
One Piece,Rika (Older),105
One Piece,Balloon,235
One Piece,(Pre-timeskip) Nami,169
One Piece,Monster Point Chopper,1200
One Piece,Shiki The Golden Lion,348
One Piece,Elizabelo II,436
One Piece,(Flashback) Yasopp,178
One Piece,Jaguar D. Saul,1950
One Piece,Bullet (Golem),15000
One Piece,Lionbuta,35
One Piece,Kong,885
One Piece,Saga,197
One Piece,Koushirou,184
One Piece,Gild Tesoro,370
One Piece,Bear King,805
One Piece,Vinsmoke Judge,315
One Piece,Kurozumi Orochi,350
One Piece,Heppoko,176
One Piece,Woop Slap,140
One Piece,Vinsmoke Judge (Fixed Height),272
One Piece,Mikio Itoo (Bounty),0.9
One Piece,(Flashback) Benn Beckman,200.9
One Piece,Riku Doldo II,261
One Piece,Cocox,65
One Piece,Ririka,168
Fairy Tail,Elfman Strauss Beast Soul Full,950
One Piece,Gol D. Roger (Execution),274
One Piece,Makino,166
Fairy Tail,Elfman Strauss,200
One Piece,Eneru (200 Million Volt Amaru),3500
One Piece,(Flashback) Lucky Roux,175
One Piece,Poppoko,203
One Piece,Captain Kuro,207
One Piece,Satori,179
One Piece,Boo Kong,693
One Piece,Pickles,558
One Piece,Gyats,215
One Piece,Rika,90
One Piece,Mini Buggy,55
One Piece,Bullet (Robot Thing),4500
One Piece,Kaya,169
One Piece,Pica,470
One Piece,Alvida (Devil Fruit),213.36
One Piece,Charlotte Amande,330
One Piece,Domo-Kun,45
One Piece,Prime Silvers Rayleigh,188
One Piece,Zed,304
One Piece,Morgan,285
One Piece,Kid Coby,157
One Piece,Richie,200
One Piece,Kuina,150
One Piece,Ann,169
One Piece,Killer,195
One Piece,(Flashback) Shanks,183
One Piece,Koby (Marine Captain),167
One Piece,Musshuru,255
One Piece,Boodle,172
One Piece,Count Butler,181
One Piece,Count Butler (Horns eaten),950
One Piece,Komei,201
Imu-Sama,Imu-sama,305
One Piece,Mohji,197
My Hero Academia,Nezu,85
One Piece,Johnny,186
One Piece,El Drago,282
One Piece,Rolling Logan,680
One Piece,Jango,207
One Piece,Bigger One Piece Giant,1500
One Piece,Going Merry,1100
One Piece,Ninjin (Older),127
One Piece,(Pre-timeskip) Usopp,174
One Piece,Spartan,885
One Piece,Golass,235
One Piece,Ninjin (Kid),118
One Piece,Piiman (Kid and Fixed),115
One Piece,Piiman (Kid),115
One Piece,Piiman (Older),120
One Piece,Sham,201
One Piece,One Piece Giant,1200
One PIece,Tamanegi (Kid),113
One Piece,Tamanegi (Older),124
One Piece,Hongo,196
One Piece,Bonk Punch,225
Attack on Titan,Reiner Braun ,1498.6
One Piece,Building Snake,298
One Piece,Limejuice,199.9
One Piece,Vinsmoke Sanji (Timeskip),180
One Piece,Koze,348
One Piece,Don Krieg,243
One Piece,Pearl,239
One Piece,Chabo,98
One Piece,Prime Garp,287
One Piece,John Giant,2600
One Piece,Bogard,287.1
One Piece,Genzo,173
One Piece,Kaneshiro,193
One Piece,Vinsmoke Sanji (Pre-timeskip),177
One Piece,Chew,257
One Piece,Packy,355
One Piece,Brannew,190
One Piece,Gin,186
One Piece,Dr. Nako,173
One Piece,Shioyaki,197
One Piece,Momoo,3600
One Piece,Carne,171
One Piece,Mr. Motzel,143
One Piece,Jinbei (Pre-timeskip),301
One Piece,Patty,204
One Piece,Batchee,8
One Piece,Nojiko,170
One Piece,Jinbei (Timeskip),301
One Piece,Bellemere (Retired),186
One Piece,Stainless,225
One Piece,(Baratie) Fullbody,184
One Piece,Nezumi,182
One Piece,Zeff,270
One Piece,Pisaro,238
One Piece,Panda Shark,228
One Piece,Hajrudin,2200
One Piece,Minatomo (East Blue),125
One Piece,Kuroobi,252
One Piece,Monkey D. Dragon,256
One Piece,(Marineford) Fullbody,184
One Piece,Hody Jones (Last Form),585
One Piece,Smoker (Post-timeskip),209
One Piece,Prime Crocus,203
One Piece,Arlong,263
One Piece,Ipponmatsu,157
One Piece,Tashigi (Pre-timeskip),170
One Piece,Ipponume,189
One Piece,Smoker (Pre-timeskip),209
One Piece,Tashigi (Timeskip),170
One Piece,Gear 4TH Boundman,301
One Piece,Mr. 9,178
One Piece,Laboon (Normal),40000
One Piece,Mr. 8 Igarappapa,218
One Piece,Crocus,203
One Piece,Nefertari Vivi,169
One Piece,Yorki,184
One Piece,Miss Friday,128
One Piece,Monkey D. Garp,287
One Piece,Miss Wednesday,169
One Piece,Mr. 13,98
One Piece,Mr. Beans (One Piece),96
One Piece,Ms. Catherine,177
One Piece,Miss Monday,208
One Piece,Yosaku,185
Naruto,Sai Yamanaka,176
Naruto,Mu,173
One Piece,Karoo,150
Naruto,Chiyo,149.1
Naruto,Konan,169.4
Naruto,Mu,173
Naruto,Kankuro,180
Naruto,Haku,155.9
One Piece,Yamato,268
Baki the Grappler,Katsumi Orochi,187
Baki the Grappler,Baki Hanma,178
Baki the Grappler,Ryu Kaioh,201
Baki the Grappler,Yujiro Hanma,198
"Hhono, Bizarre World",Algae Kid,101.6
"Hhono, Bizarre World",Leaffata,165.1
One Piece,Kaku,193
Baki the Grappler,Orochi Doppo,178
Naruto,Ao,182
Naruto,Konan,169.4
Toaru,Bayloupe,175
Arknights,Beeswax,157
One Piece,Charlotte Cracker,307
Naruto,Yugito Nii,170.2
One Piece,Vinsmoke Reiju,173
Boruto,Kawaki,183
Naruto,Shino Aburame,186.5
Naruto,Roshi,149
Naruto,Kinkaku,183.9
One Piece,shiryu,340
Hunter X Hunter,Netero Isaac,160
Fist of the north star,Raoh,219
Baki the Grappler,Speck,220
Saint Seiya,Thor,278
Black Clover,Yami Sukehiro,183
Black Clover,Noelle Silva,161
Black Clover,Vanessa Enoteca,170
Hunter X Hunter ,Kurapika,171
Hunter X Hunter ,Gon Freecss,154
Full Metal Alchemist,Edward Elric,149
Kono Subarashii Sekai ni Shukufuku wo!,Darkness ,171
Black Clover,Asta,155
Hunter X Hunter,Killua Zoldyck,158
Dragon Ball,Hildegarn,5000
Black Clover,Zora Ideale,176
Black Clover,Finral Roulacase,173
Black Clover,Henry Legolant,190
Black Clover,Luck Voltia,167
Hunter X Hunter ,Leorio Paradinight,193
Black Clover,Grey,159
Kono Subarashii Sekai ni Shukufuku wo!,Kazuma Satou,165
Black Clover,Gauche Adlai,181
Black Clover,Magna Swing,169
Black Clover,Gordon Agrippa,187
Black Clover,Charmy Pappitson,142
Kono Subarashii Sekai ni Shukufuku wo!,Aqua,158
Black Clover ,Secre Swallowtail,152
Danganronpa,Sayaka Maizono,165
Zombie Land Saga,Sakura Minamoto,158
Danganronpa,Kyoko Kirigiri,167
Danganronpa,Hifumi Yamada,170
Zombie Land Saga,Kotaro Tatsumi,180
Zombie Land Saga,Saki Nikaido,153
Danganronpa,Chihiro Fujisaki,148
Danganronpa,Yasuhiro Hagakure,180
Danganronpa,Toko Fukawa,165
Toca life stories ,Nari,112
Danganronpa,Mondo Owada,187
Danganronpa,Byakuya Togami,185
Danganronpa,Kiyotaka Ishimaru,176
Danganronpa,Aoi Asahina,160
Danganronpa,Leon Kuwata,175
Zombie Land Saga,Junko Konno,155
Danganronpa,Sakura Ogami,192
Zombie Land Saga,Tae Yamada,170
Zombie Land Saga,Ai Mizuno,160
Danganronpa,Celestia Ludenberg,164
Zombie Land Saga,Lily Hoshikawa,130
Zombie Land Saga,Yugiri,165
Zombie Land Saga,Romero,33
Dragon Ball,Janemba,234
Toca life stories ,Rita,156
Toca life stories ,Leon,160
Toca life stories ,Zeke,150
One Punch Man,Marugori ,27000
Mazingerverse,Mazinger Infinity,60000
Mazingerverse,Mazinger Z,2500
Mazingerverse,Great Mazinger,3500
Attack On Titan,Mikasa Ackerman(Adult),176
Attack On Titan,Connie Springer(Adult),180
Attack On Titan,Jean Kirstein(Adult),190
Attack On Titan,Rod Reiss Titan,17000
Dragon Ball,Fat Boo,172.72
Attack On Titan,Eren Founding Titan,35000
Attack On Titan,Yelena,190
Berserk,Guts,203
Attack On Titan,Armin Arlert(19 years),168
Black Lagoon,Dutch,194
Black Lagoon,Revy,175
Attack On Titan,Ymir Fritz Founding Titan,24000
Attack On Titan,Eren Founding(Standing Up) ,64000
Attack On Titan,Historia Reiss,145
Seven Deadly Sins,Escanor The One Ultimate,610
Attack On Titan,Sasha Braus(19 years),173
Kuroko No Basket,Atsushi Murasakibara,208
Dragon Ball,Evil Buu,321
Dragonball GT,Black Smoke Shenron,50000
Dragon Ball,Evil Buu,243.84
Super Dragon Ball Heroes,Dark Shenron,50000
Code Geass,Suzaku Kururugi,176
One Punch Man,Overgrown Rover,1000
One Punch Man,Blast ,224
One Punch Man,King,203
One Punch Man,Tatsumaki,159
One Punch Man,Suiryu,205
My Love Story!!,Gouda Takeo,200
One Punch Man,Melzagard,1300
One Punch Man,Superalloy Darkshine,235
One Punch Man,Giant Snowman,100000
Black Clover,Yuno,170.18
One Punch Man,Golden Sperm,357
One Punch Man,Black Sperm,151
One Punch Man,Elder Centipede,82000
One Punch Man,Metal Bat,182
One Punch Man,Child Emperor ,126
One Punch Man,Senior Centipede,41500
One Punch Man,Vaccine Man (normal size),208
One Punch Man,Silver Fang,175
My Hero Academia,Gigantomachia  (normal size),456
My Hero Academia,Gigantomachia (giant size),2800
One Punch Man,Gouketsu,1010
One Punch Man,Vaccine Man (giant size),2090
My Hero Academia,All For One,225
Baki the Grappler,Nomi no Sukune II,219
Baki the Grappler,Kyogei,240
Dragon Ball,Majin Ozotto,312.42
One Punch Man,Homeless Emperor,204
Kenichi,Hayato Furinji,219
Baki the Grappler,Musashi Miyamoto,192
Toriko,Melk the First,420
Dragon ball,Glazer (Base Form),243.84
Mob Psycho 100,Reigen Arataka,177.8
Demon Slayer,Hand Demon,469.9
Uma Musume Pretty Derby,King Halo,159
Mob Psycho 100,Shigeo/Mob,157
Mob Psycho 100,Dimple,35
One Punch Man,Saitama,175
One Punch Man,Zombieman,192
One Punch Man,Bakuzan (monster form),1000
One Punch Man,Bakuzan (human form),193
Demon Slayer,Kyogai,248.92000000000002
One Punch Man,Mosquito Girl,314
One Punch Man,Atomic Samurai,200
One Punch Man,Orochi,3020
One Punch Man,Spatent Rider,179
One Punch Man,Armored Gorilla,369
One Punch Man,Marshall Gorilla,259
Komi Can't Communicate ,Najimi Osana,153.9
Akama Ga Kill,Leone,196
Komi Can't Communicate ,Shouko Komi,169.3
Komi Can't Communicate ,Hitohito Tadano,170.2
Baki the Grappler,Che Guevara,172
Hokuto no Ken,Kaioh,221
Baki the Grappler,Kaku Kaioh,155
Baki the Grappler,Sikorsky,189
Sono Bisque Doll,Wakana Gojo,185
Sono Bisque Doll,Marin Kitagawa,164
Dont toy with me miss Nagatoro,Yoshi,168
"Don't toy with me, miss Nagatoro",Maki Gamou,168
Sasameki Koto,Sumika Murasame,175
"Don't toy with me, miss Nagatoro",Sakura ,157
Gabriel DropOut,Tapris Chisaki ,152
Gabriel DropOut,Raphiel Shiraha,160
Gabriel DropOut,Satanichia Kurumizawa ,157
Gabriel DropOut,Gabriel Tenma,144
My hero academia,Tsyu ,149.86
Demon Slayer,Gyomei,218.44000000000003
Gabriel DropOut,Vignette Tsukinose,157
Death Parade,Onna,170
One Punch Man,Ancient King,10600
One Piece,Joy Boy,1000
Death Parade,Decim,188
Death Parade,Mayu Arita,163
Afro Samurai ,Afro Samurai,230
Death Parade,Ginti,194
Death Parade,Quin,164
Boku no Hero Academia,Kugo Sakamata (Gang Orca),202
Hokuto no Ken,Raoh,219
Dorohedoro ,Chidaruma,247
One Punch Man,Genos,177.8
Kuroko No Basket,Kise Ryouta,189
Danganronpa,Kokichi Oma,156
Sailor Moon,Tsukino Usagi,158
Kuroko No Basket,Kagami taiga,190
Kuroko No Basket,Aomine Daiki,192
Kuroko No Basket,Kuroko Tetsuya,168
One Punch Man,Sage Centipede,80000000
One Punch Man,Rhino Wrestler,303
Kuroko No Basket,Riko Aida,156
Sailor Moon,Sailor Jupiter,167.64000000000001
Sailor Moon,Sailor Mercury,157
 Chrono Crusade,Satella Harvenheit,172
Sailor Moon,Setsuna Meiou,178
Kuroko No Basket,Midorima Shintaro,195
Kuroko No Basket,Momoi Satsuki,161
Sailor Moon,Sailor Saturn,147
Sailor Moon,Sailor Neptune,165
Pokemon,Jessie,167.64000000000001
One Punch Man,God Pig,279
Black Lady,Black Lady,147
Bleach,Orihime Inoue,157
 Chrono Crusade,Azmaria Hendric,141
Sailor Moon,Sailor Mars,160
Baki the Grappler,Dorian Kaioh,207
Sailor Moon,Sailor Pluto,178
Sailor Moon,Sailor Uranus,180
Fruits Basket (2001),Tohru Honda,156.7
Sailor Moon,Sailor Venus,157
Kuroko No Basket,Momoi Sasatsuki,161
One Piece,Nico Robin (Pre-Time Skip),188
Kuroko No Basket,Akashi Seijuro,173
Demon Slayer,Tengen Uzui,198
Sailor Moon,Mamoru Chiba,188
one piece,Galdino (Mr.3),172.72
one piece,miss goldenweek,144.78
Kuroko No Basket,Haizaki Shogo,188
Kuroko No Basket,Reo Mibuchi,188
Code Geass,Jeremiah Gottwald,192
Teasing Master Takagi-san,Nishikata,150
Angel Beats,Yuzuru Otonashi,175.5
Teasing Master Takagi-san,Takagi,150
Angel Beats,Hideki Hinata,175.5
Code Geass,Euphemia li Britannia,175
Code Geass,Shirley Fenette,174
Your Lie In April,Ryota Watari,170
Code Geass,Lloyd Asplund,183
Code Geass,Cécile Croomy,170
Your Lie In April,Kousei Arima,168
Angel Beats,Yuri Nakamura,160
Your Lie In April,Tsubaki Sawabe,159
Angel Beats,Kanade Tachibana,150
Your Lie In April,Kaori Miyazono,157
Violet Evergarden,Violet Evergarden,161
Code Geass,Cornelia li Britannia,180
Ketsakiji,Manao,165
Baki the Grappler,Atsushi Suedo,206
Ketsakiji,Manao,165
Danganronpa,Imposter,182.88
Anime,Monomi,55
Kaguya-sama: Love is War,Ai Hayasaka ,162
Kaguya-sama: Love is War,Miko Iino,147
Kaguya-sama: Love is War,Kaguya Shinomiya ,158
Kaguya-sama: Love is War,Chika Fujiwara,154
Danganronpa,Akane Owari,176
Anime,Hajime Hinata,179
Danganronpa,Fuyuhiko Kuzuryu,157
Kaguya-sama: Love is War,Yu Ishigami ,169
Cowboy Bebop,Jet Black,188
Cowboy Bebop,Faye Valentine,168
Kaguya-sama: Love is War,Miyuki Shirogane,175
Anime,Nagito Komaeda,180
Cowboy Bebop,Spike Spiegel,185
Danganronpa,Hiyoko Saionji,130
Danganronpa,Ibuki Mioda,164
Danganronpa,Gundham Tanaka,182
Spy x Family ,Anya Forger,99.5
Danganronpa,Nekomaru Nidai,198
Spy x Family ,Yor Forger,170
Spy x Family ,Loid Forger,187
JoJo's Bizarre Adventure,Yoshikage Kira,175
Mob Pshycho,Teruki Hanazawa,161
JoJo's Bizarre Adventure,Koichi Hirose,157.48000000000002
JoJo's Bizarre Adventure,Josuke Higashkita,180.34
Dragon Ball,Super Spirit Bomb,2050
Dragon Ball,Super Ultra Spirit Bomb,2908.2999999999997
Dragon Ball,Konkichi,85.3
One Punch Man,God/Him,424999999.9
My Hero Academia, Aizawa Shota,182.88
My Hero Academia,Kan Sekijiro,194
My Hero Academia,Endeavor,202
Haikyuu!,Kei Tsukishima,190
No Game no Life,Jibril,167
No Game no Life,Stephanie Dola,161
No Game no Life,Sora,175
Hellsing,Walter C. Dornez,178
Hellsing,Integra Hellsing,173
Godzilla ,Godzilla ulitma ,10000
Angels of Death,Edward Mason,154
Angels of Death,Isaac Foster,186
Angels of Death,Catherine Ward,166
Neon Genesis Evangelion, Misato Katsuragi,163
Angels of Death,Daniel Dickens,179
Kaguya-sama: Love is War,Maki Shijo,155
Angels of Death,Rachel Gardner,156
Futari wa Pretty Cure,Cure White / Honoka Yukishiro,166
Futari wa Pretty Cure,Cure Black / Nagisa Misumi,165
Kaguya-sama: Love is War,Nagisa Kashiwagi ,160
Yes! Pretty Cure 5,Cure Lemonade / Urara Kasugano,153
DINO CHARGE,DINO CHARGE RANGERS,180
Yes! Pretty Cure 5 Go Go!,Milky Rose / Kurumi Mimino,161
Futari wa Pretty Cure Max Heart,Shiny Luminous / Hikari Kujou,153
Yes! Pretty Cure 5,Cure Dream / Nozomi Yumehara,165
Yes! Pretty Cure 5,Cure Rouge / Rin Natsuki,165
Dragon ball,Kid Goku,170.18
Yes! Pretty Cure 5,Cure Mint / Komachi Akimoto,171
Attack on Titan,Eren Yaeger (Adult),183
Futari wa Pretty Cure Splash Star,Cure Bloom / Saki Hyuuga,165
Yes! Pretty Cure 5,Cure Aqua / Karen Minazuki,171
Futari wa Pretty Cure Splash Star,Cure Egret / Mai Mishou,164
Fresh Pretty Cure!,Cure Peach / Love Momozono,159
Fresh Pretty Cure!,Cure Pine / Inori Yamabuki,156
Fresh Pretty Cure!,Cure Berry / Miki Aono,176
Fresh Pretty Cure!,Cure Passion / Setsuna Higashi,165
Suite Pretty Cure♪,Cure Rhythm/Kanade Minamino,166
Naruto,Kakashi Hatake (Kid),146
Suite Pretty Cure♪,Cure Melody / Hibiki Hojo,160
My hero academia ,Katsuki Bakugou,172
Heartcatch Pretty Cure!,Cure Blossom/Tsubomi Hanasaki,156
Suite Pretty Cure♪,Cure Beat / Ellen Kurokawa,170
Heartcatch Pretty Cure!,Cure Sunshine/Itsuki Myoudouin,168
Heartcatch Pretty Cure!,Cure Moonlight/Yuri Tsukikage,188
Suite Pretty Cure♪,Cure Muse / Ako Shirabe,131
Heartcatch Pretty Cure!,Cure Marine / Erika Kurumi,153
Peaceful World Saga,Goten (Age 17),170.18
Food Wars,Erina Nakiri,162
Food Wars,Satoshi Isshiki,180
A Certain Magical Index,Index Librorum Prohibitorum,148
Kakegurui,Kaede Manyuda,180
Food Wars,Daigo Aoki,175
Food Wars,Yuki Yoshino,155
Food Wars,Megumi Tadokoro,154
Food Wars,Zenji Marui,166
Food Wars,Ryoko Sakaki,163
Kakegurui,Sayaka Igarashi,160
Food Wars,Akira Hayama,177
Food Wars,Ryo Kurokiba,179
Food Wars,Hisako Arato,161
Code Geass: Akito the Exiled,Leila Malcal,165
Food Wars,Takumi Aldini,168
Charlotte,Nao Tomori,154.5
Code Geass,Kallen Kozuki,171
Kakegurui,Runa Yomozuki,130
Food Wars,Senzaemon Nakiri,178
A Certain Magical Index,Kamijou Touma,168
Kakegurui,Yumeko Jabami,166
Kakegurui,Mary Saotome,162
Kakegurui,Ririka Momobami,166
Guilty Crown,Shu Ouma,170
Food Wars,Soma Yukihira,173
Food Wars,Alice Nakiri,165
Kakegurui,Midari Ikishima,170
Kakegurui,Kirari Momobami,166
Food Wars,Shoji Sato,173
Food Wars,Ikumi Mito,163
Food Wars,Shun Ibusaki,180
Kakegurui,Itsuki Sumeragi,158
Kakegurui,Ryota Suzui,173
Dusk Maiden of Amnesia,Kirie Kanoe	,157
Dusk Maiden of Amnesia,Teiichi Niiya	,153
Dusk Maiden of Amnesia,"Yuuko ""Dusk Maiden"" Kanoe	",168
Wanna Be the Strongest in the World,Juri Sanada,172.72
Wanna Be the Strongest in the World,Chinatsu Suzumoto,165.1
Wanna Be the Strongest in the World,Sakura Hagiwara,165.1
Wanna Be the Strongest in the World,Moe Fukuoka,160.02
Wanna Be the Strongest in the World,Rio Kazama,177.8
Wanna Be the Strongest in the World,Kurea Komiyama,177.8
Wanna Be the Strongest in the World,Jackal Tojo,177.8
Wanna Be the Strongest in the World,Misaki Toyoda,170.18
Wanna Be the Strongest in the World,Elena Miyazawa,165.1
Komi Can't Communicate,Komi Shouko,169.6
Kara no Kyoukai,Ryougi Shiki,160
Hololive,Irys,166
Angels of Death,Abraham Gray,191
My Hero Acedamia,Shoto Todoroki,175.26
Classroom of the Elite,Ayanokoji Kiyotaka,176
 Skeleton Knight in Another World ,Arc,243.84
Demon Slayer,Kokushibo,190
JoJo's Bizarre Adventure,bruford,250
One Piece,Kaido (Hybrid),1554.48
Haikyuu!!,Hyakuzawa Yudai ,202
Attack on Titan ,Pieck Finger,155
That Time I Got Reincarnated as a Slime,Veldora Tempest (Human Form),210
Saiki Kusuo no Ψ Nan,Saiki Kusuo,167.6
Dragon Ball,max world energy spirit bomb,3822600000
Haikyuu!!,Ren Omimi,191.5
 That Time I Got Reincarnated as a Slime,Veldora Tempest (Dragon Form),10000
Dragon Ball,Dr. Wheelo,1084.9
Saiki Kusuo no Ψ Nan,Riki Nendou,191.3
Death Note,Light Yagami,179
Death Note,Ryuk,230
Death Note,L Lawliet,179
One piece,caesar clown,309
Kobayashi-san Chi no Maid Dragon ,Kobayashi ,160
Dragon Ball,Annin(Giant),4158
Berserk,Guts,190.5
One piece,diamante,525
Berserk,Guts (Berserk Armor),213.36
Magi: The Labyrinth of Magic,Morgiana,149.9
Neon Genesis Evangelion,Eva-00,8000
Neon Genesis Evangelion,Eva-02,8000
Neon Genesis Evangelion,Gendo Ikari,182.88
Neon Genesis Evangelion,Eva-01,8000
Neon Genesis Evangelion,Asuka Langley Soryu,147.32
Neon Genesis Evangelion,Shinji Ikari,147.32
Neon Genesis Evangelion,Rei Ayanami ,142.24
Berserk,Casca,165.1
Berserk,Griffith,177.8
Berserk,Zodd (Apostle),350
Dragon Ball,Multiverse,2.3e+29
Berserk,Nosferatu Zodd,220.3
