name,height,category,subcat1,subcat2,extras
Tomoe Koga,150.0,fictional,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,anime,"{'Birthday': 'May 23', 'Age': '15-16', 'Gender': 'Female', 'Blood Type': nan}"
L Lawliet,179.0,fictional,DEATH NOTE,anime,"{'Birthday': 'Oct 31, 1979', 'Age': '24-25', 'Gender': 'Male', 'Blood Type': nan}"
Light Yagami,179.0,fictional,DEATH NOTE,anime,"{'Birthday': 'Feb 28, 1986', 'Age': '17-23', 'Gender': 'Male', 'Blood Type': 'A'}"
Teru Mikami,175.0,fictional,DEATH NOTE,anime,"{'Birthday': 'Jun 7, 1982', 'Age': '27', 'Gender': 'Male', 'Blood Type': 'A'}"
Touta Matsuda,174.0,fictional,DEATH NOTE,anime,"{'Birthday': 'Dec 14, 1978', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'B'}"
Halle Bullook,180.0,fictional,DEATH NOTE,anime,"{'Birthday': 'Feb 18, 1980', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'B'}"
Xuan He,189.0,fictional,Tian Guan Ci Fu,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Thoma,123.0,fictional,Yakusoku no Neverland,anime,"{'Birthday': 'Aug 30', 'Age': '7', 'Gender': 'Male', 'Blood Type': nan}"
Ash Lynx,180.0,fictional,BANANA FISH,anime,"{'Birthday': 'Aug 12', 'Age': '17-18', 'Gender': 'Male', 'Blood Type': 'O'}"
Eiji Okumura,172.0,fictional,BANANA FISH,anime,"{'Birthday': nan, 'Age': '19', 'Gender': 'Male', 'Blood Type': 'A+'}"
Sing Soo-Ling,165.0,fictional,BANANA FISH,anime,"{'Birthday': nan, 'Age': '14', 'Gender': 'Male', 'Blood Type': 'B+'}"
Blanca,196.0,fictional,BANANA FISH,anime,"{'Birthday': nan, 'Age': '32', 'Gender': 'Male', 'Blood Type': nan}"
Dino Francis Golzine,178.0,fictional,BANANA FISH,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Frederick Arthur,182.0,fictional,BANANA FISH,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Eduardo L. Fox,190.0,fictional,BANANA FISH,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Cain Blood,192.0,fictional,BANANA FISH,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Kaori Miyazono,157.0,fictional,Shigatsu wa Kimi no Uso,anime,"{'Birthday': 'Jul 4', 'Age': '14', 'Gender': 'Female', 'Blood Type': nan}"
Hiroko Seto,160.0,fictional,Shigatsu wa Kimi no Uso,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Motoko Kusanagi,168.0,fictional,Koukaku Kidoutai Stand Alone Complex 2nd GIG,anime,"{'Birthday': '1986', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Kusuo Saiki,167.0,fictional,Saiki Kusuo no nan 2,anime,"{'Birthday': 'Aug 16', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Kusuke Saiki,179.0,fictional,Saiki Kusuo no nan 2,anime,"{'Birthday': 'Jun 16', 'Age': '19', 'Gender': 'Male', 'Blood Type': 'B'}"
Mikoto Aiura,166.0,fictional,Saiki Kusuo no nan 2,anime,"{'Birthday': 'Sep 7', 'Age': '16', 'Gender': 'Female', 'Blood Type': nan}"
Shiki Ryougi,160.0,fictional,Kara no Kyoukai Mujun Rasen,anime,"{'Birthday': 'Feb 17', 'Age': '16-19', 'Gender': 'Female', 'Blood Type': 'AB'}"
Mikiya Kokutou,173.0,fictional,Kara no Kyoukai Mujun Rasen,anime,"{'Birthday': 'Dec 20', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Souren Araya,190.0,fictional,Kara no Kyoukai Mujun Rasen,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Tomoe Enjou,158.0,fictional,Kara no Kyoukai Mujun Rasen,anime,"{'Birthday': 'Jul 10', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Azaka Kokutou,160.0,fictional,Kara no Kyoukai Mujun Rasen,anime,"{'Birthday': 'Dec 21', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'B'}"
Daisuke Akimi,176.0,fictional,Kara no Kyoukai Mujun Rasen,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Yushirou,157.0,fictional,Kimetsu no Yaiba,anime,"{'Birthday': nan, 'Age': '>35', 'Gender': 'Male', 'Blood Type': nan}"
Kaigaku,167.0,fictional,Kimetsu no Yaiba,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Nagisa Shiota,159.0,fictional,Ansatsu Kyoushitsu 2,anime,"{'Birthday': 'Jul 20', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Karma Akabane,175.0,fictional,Ansatsu Kyoushitsu 2,anime,"{'Birthday': 'Dec 25', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'AB'}"
Tetsuya Kuroko,168.0,fictional,Ansatsu Kyoushitsu 2,anime,"{'Birthday': 'Jan 31', 'Age': '16', 'Gender': 'Male', 'Blood Type': 'A'}"
Maho Hiyajou,140.0,fictional,SteinsGate 0,anime,"{'Birthday': 'Nov 2, 1989', 'Age': '21', 'Gender': 'Female', 'Blood Type': nan}"
Yoshiharu Haga,174.0,fictional,Haikyuu,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Yui Hirasawa,156.0,fictional,KON Movie,anime,"{'Birthday': 'Nov 27', 'Age': '15-18', 'Gender': 'Female', 'Blood Type': nan}"
Mio Akiyama,160.0,fictional,KON Movie,anime,"{'Birthday': 'Jan 15', 'Age': '15-18', 'Gender': 'Female', 'Blood Type': nan}"
Ritsu Tainaka,154.0,fictional,KON Movie,anime,"{'Birthday': 'Aug 21', 'Age': '15-19', 'Gender': 'Female', 'Blood Type': nan}"
Tsumugi Kotobuki,157.0,fictional,KON Movie,anime,"{'Birthday': 'Jul 2', 'Age': '15-18', 'Gender': 'Female', 'Blood Type': nan}"
Azusa Nakano,150.0,fictional,KON Movie,anime,"{'Birthday': 'Nov 11', 'Age': '15-17', 'Gender': 'Female', 'Blood Type': nan}"
Sawako Yamanaka,165.0,fictional,KON Movie,anime,"{'Birthday': 'Jan 31', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'B'}"
Nodoka Manabe,158.0,fictional,KON Movie,anime,"{'Birthday': 'Dec 26', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'A'}"
Ui Hirasawa,154.0,fictional,KON Movie,anime,"{'Birthday': 'Feb 22', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'O'}"
Hizuru Minakata,172.0,fictional,Summer Time Render,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Ushio Kofune,162.0,fictional,Summer Time Render,anime,"{'Birthday': 'Jul 25, 2000', 'Age': '17', 'Gender': 'Female', 'Blood Type': 'A'}"
Tokiko Hishigata,150.0,fictional,Summer Time Render,anime,"{'Birthday': 'Jun 25', 'Age': '16', 'Gender': 'Female', 'Blood Type': 'O'}"
Sou Hishigata,178.0,fictional,Summer Time Render,anime,"{'Birthday': 'Nov 20', 'Age': '17', 'Gender': 'Male', 'Blood Type': 'O'}"
Junji Kuroishi,173.0,fictional,Haikyuu TO THE TOP,anime,"{'Birthday': nan, 'Age': '15-16', 'Gender': 'Male', 'Blood Type': nan}"
Yumeto Nagamatsu,189.0,fictional,Haikyuu TO THE TOP,anime,"{'Birthday': '1997', 'Age': '14-15', 'Gender': 'Male', 'Blood Type': nan}"
Veldora Tempest,210.0,fictional,Tensei Shitara Slime Datta Ken 2nd Season,anime,"{'Birthday': nan, 'Age': '2000+', 'Gender': 'Male', 'Blood Type': nan}"
Souei,180.0,fictional,Tensei Shitara Slime Datta Ken 2nd Season,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Akihiko Kaji,184.0,fictional,Given,anime,"{'Birthday': 'Oct 21', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Mafuyu Satou,173.0,fictional,Given,anime,"{'Birthday': 'Feb 28', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'AB'}"
Madoka Kaname,152.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': 'Oct 3', 'Age': '14', 'Gender': 'Female', 'Blood Type': 'A'}"
Homura Akemi,155.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': 'Feb 22', 'Age': '14', 'Gender': 'Female', 'Blood Type': nan}"
Mami Tomoe,156159.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': 'Jun 5', 'Age': '14-15', 'Gender': 'Female', 'Blood Type': nan}"
Sayaka Miki,158160.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': 'Sep 19', 'Age': '13', 'Gender': 'Female', 'Blood Type': nan}"
Kyouko Sakura,156158.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': 'May 9', 'Age': '14', 'Gender': 'Female', 'Blood Type': nan}"
Tomohisa Kaname,175180.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Kazuko Saotome,155157.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Kyousuke Kamijou,170175.0,fictional,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,anime,"{'Birthday': nan, 'Age': '14-15', 'Gender': 'Male', 'Blood Type': nan}"
Kakashi Hatake,180.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Sep 15', 'Age': '25-29', 'Gender': 'Male', 'Blood Type': 'O'}"
Itachi Uchiha,175.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Jun 9', 'Age': '17-21', 'Gender': 'Male', 'Blood Type': 'AB'}"
Might Guy,184.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Jan 1', 'Age': '30', 'Gender': 'Male', 'Blood Type': 'B'}"
Gaara,146.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Jan 19', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'AB'}"
Neji Hyuuga,172.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Jul 3', 'Age': '14 (I), 17 (II)', 'Gender': 'Male', 'Blood Type': '0'}"
Shikamaru Nara,170.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Sep 22', 'Age': '13 (I), 16 (II)', 'Gender': 'Male', 'Blood Type': 'AB'}"
Temari,165.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Aug 23', 'Age': '15 (I), 19 (II)', 'Gender': 'Female', 'Blood Type': '0'}"
Orochimaru,1794.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Oct 27', 'Age': '50-51', 'Gender': 'Non-binary', 'Blood Type': 'B'}"
Kushina Uzumaki,165.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Jul 10', 'Age': '24', 'Gender': 'Female', 'Blood Type': 'B'}"
Kisame Hoshigaki,195.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Mar 18', 'Age': '32', 'Gender': nan, 'Blood Type': 'AB'}"
Tobi,175.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Feb 10', 'Age': '31', 'Gender': 'Male', 'Blood Type': 'O'}"
Genma Shiranui,181.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Jul 17', 'Age': '29-30 (Part I)', 'Gender': 'Male', 'Blood Type': 'A'}"
Shizune,168.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Nov 18', 'Age': '28-31', 'Gender': 'Female', 'Blood Type': 'A'}"
Kin Tsuchi,150.0,fictional,ROAD OF NARUTO,anime,"{'Birthday': 'Jul 6', 'Age': '14', 'Gender': 'Female', 'Blood Type': 'O'}"
Izuku Midoriya,166.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jul 15', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'O'}"
Katsuki Bakugou,172.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Apr 20', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Shouto Todoroki,176.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jan 11', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'O'}"
Ochako Uraraka,156.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Dec 27', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'B'}"
Tenya Iida,179.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Aug 22', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Toshinori Yagi,220.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jun 10', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Shouta Aizawa,183.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Nov 8', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'B'}"
Momo Yaoyorozu,173.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Sep 23', 'Age': '15-16', 'Gender': 'Female', 'Blood Type': 'A'}"
Eijirou Kirishima,170.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Oct 16', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'O'}"
Minoru Mineta,108.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Oct 8', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Mina Ashido,159.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jul 30', 'Age': '15-16', 'Gender': 'Female', 'Blood Type': 'AB'}"
Denki Kaminari,168.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jun 29', 'Age': '15-16', 'Gender': 'Male', 'Blood Type': 'O'}"
Hanta Sero,177.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jul 28', 'Age': '15-16', 'Gender': 'Male', 'Blood Type': 'B'}"
Kyouka Jirou,154.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Aug 1', 'Age': '15-16', 'Gender': 'Female', 'Blood Type': 'A'}"
Fumikage Tokoyami,158.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Oct 30', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'AB'}"
Mezou Shouji,187.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Feb 15', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'B'}"
Yuu Takeyama,162.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Aug 11', 'Age': '22; 24', 'Gender': 'Female', 'Blood Type': 'B'}"
Mirio Togata,181.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jul 15', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'O'}"
Himiko Toga,157.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Aug 7', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Tamaki Amajiki,177.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Mar 4', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Shuuichi Iguchi,174.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Aug 8', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Itsuka Kendou,166.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Sep 9', 'Age': '15', 'Gender': nan, 'Blood Type': 'O'}"
Enji Todoroki,195.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Aug 8', 'Age': '45', 'Gender': 'Male', 'Blood Type': nan}"
Dabi,176.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jan 18', 'Age': '24', 'Gender': 'Male', 'Blood Type': nan}"
Nejire Hadou,164.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Oct 6', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Yuuga Aoyama,168.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'May 30', 'Age': '15-16', 'Gender': 'Male', 'Blood Type': nan}"
Sorahiko Torino,128.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jan 28', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Keigo Takami,172.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Dec 28', 'Age': '22 (first appearance), 23 (current)', 'Gender': 'Male', 'Blood Type': nan}"
Shinya Kamihara,170.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Feb 22', 'Age': '33', 'Gender': nan, 'Blood Type': nan}"
Masaki Mizushima,176.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Dec 5', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Enma Kannagi,183.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jan 4', 'Age': '36', 'Gender': 'Male', 'Blood Type': nan}"
Inko Midoriya,160.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jul 4', 'Age': '41-42', 'Gender': 'Female', 'Blood Type': nan}"
Rikidou Satou,185.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jun 19', 'Age': '15-16', 'Gender': 'Male', 'Blood Type': 'O'}"
You Shindou,176.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'May 13', 'Age': '17', 'Gender': 'Male', 'Blood Type': nan}"
Ectoplasm,180.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Mar 23', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'AB'}"
Nezu,85.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jan 1', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Cathleen Bate,193.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jul 4', 'Age': '42', 'Gender': 'Female', 'Blood Type': nan}"
Mirai Sasaki,200.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Jan 2', 'Age': '38', 'Gender': 'Male', 'Blood Type': 'AB'}"
Salaam,190.0,fictional,Boku no Hero Academia 6,anime,"{'Birthday': 'Dec 18', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Saitama,175.0,fictional,One Punch Man,anime,"{'Birthday': nan, 'Age': '25', 'Gender': 'Male', 'Blood Type': nan}"
Genos,178.0,fictional,One Punch Man,anime,"{'Birthday': nan, 'Age': '19', 'Gender': 'Male', 'Blood Type': nan}"
Hammer-Head,215.0,fictional,One Punch Man,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Garou,177.0,fictional,One Punch Man,anime,"{'Birthday': nan, 'Age': '18', 'Gender': 'Male', 'Blood Type': nan}"
Chika Kudou,178.0,fictional,Kono Oto Tomare 2,anime,"{'Birthday': 'Sep 2', 'Age': '17', 'Gender': 'Male', 'Blood Type': 'O'}"
Isaki Kudou,164.0,fictional,Kono Oto Tomare 2,anime,"{'Birthday': 'Nov 30', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'O'}"
Mio Kanzaki,172.0,fictional,Kono Oto Tomare 2,anime,"{'Birthday': 'Feb 4', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'AB'}"
Takeru Kurata,170.0,fictional,Kono Oto Tomare 2,anime,"{'Birthday': 'Dec 27', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Kazuma Satou,162.0,fictional,Kono Subarashii Sekai ni Shukufuku wo Kurenai Densetsu,anime,"{'Birthday': 'Jun 7', 'Age': '17', 'Gender': 'Male', 'Blood Type': nan}"
Hermes Costello,175.0,fictional,JoJo no Kimyou na Bouken Stone Ocean Part 2,anime,"{'Birthday': '1990', 'Age': '21', 'Gender': 'Female', 'Blood Type': nan}"
Foo Fighters,165.0,fictional,JoJo no Kimyou na Bouken Stone Ocean Part 2,anime,"{'Birthday': '1989', 'Age': '22', 'Gender': 'Non-binary', 'Blood Type': nan}"
Emporio Alnino,140.0,fictional,JoJo no Kimyou na Bouken Stone Ocean Part 2,anime,"{'Birthday': 'Feb 17, 2000', 'Age': '11-12', 'Gender': 'Male', 'Blood Type': nan}"
Weather Report,192.0,fictional,JoJo no Kimyou na Bouken Stone Ocean Part 2,anime,"{'Birthday': 'Jun 5, 1972', 'Age': '39+', 'Gender': 'Male', 'Blood Type': nan}"
Narciso Annasui,178.0,fictional,JoJo no Kimyou na Bouken Stone Ocean Part 2,anime,"{'Birthday': '1986', 'Age': '25', 'Gender': 'Male', 'Blood Type': nan}"
Enrico Pucci,181.0,fictional,JoJo no Kimyou na Bouken Stone Ocean Part 2,anime,"{'Birthday': 'Jun 5, 1972', 'Age': '39+', 'Gender': 'Male', 'Blood Type': nan}"
Donatello Versace,181.0,fictional,JoJo no Kimyou na Bouken Stone Ocean Part 2,anime,"{'Birthday': '1986', 'Age': '25', 'Gender': 'Male', 'Blood Type': nan}"
Kakeru Kurahara,172.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Haiji Kiyose,170.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Takashi Sugiyama,167.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Tarou Jou,172.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Yukihiko Iwakura,170.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Musa Kamala,176.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Akihiro Hirata,178.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Akane Kashiwazaki,167.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Youhei Sakaguchi,165.0,fictional,Kaze ga Tsuyoku Fuiteiru,anime,"{'Birthday': nan, 'Age': nan, 'Gender': nan, 'Blood Type': nan}"
Megumi Katou,160.0,fictional,Saenai Heroine no Sodatekata Fine,anime,"{'Birthday': 'Sep 23', 'Age': '16', 'Gender': 'Female', 'Blood Type': nan}"
Eriri Spencer Sawamura,158.0,fictional,Saenai Heroine no Sodatekata Fine,anime,"{'Birthday': 'Mar 20', 'Age': '16', 'Gender': 'Female', 'Blood Type': nan}"
Izumi Hashima,157.0,fictional,Saenai Heroine no Sodatekata Fine,anime,"{'Birthday': 'May 5', 'Age': '14', 'Gender': 'Female', 'Blood Type': nan}"
Reina Kousaka,158.0,fictional,Hibike Euphonium 2,anime,"{'Birthday': 'May 15', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'O'}"
Asuka Tanaka,171.0,fictional,Hibike Euphonium 2,anime,"{'Birthday': 'Dec 25', 'Age': '17', 'Gender': 'Female', 'Blood Type': 'AB'}"
Yuuko Yoshikawa,156.0,fictional,Hibike Euphonium 2,anime,"{'Birthday': 'Apr 15', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'B'}"
Natsuki Nakagawa,156.0,fictional,Hibike Euphonium 2,anime,"{'Birthday': 'Jun 23', 'Age': nan, 'Gender': 'Female', 'Blood Type': 'A'}"
Wilhelm van Astrea,178.0,fictional,ReZero kara Hajimeru Isekai Seikatsu 2nd Season,anime,"{'Birthday': 'May 7', 'Age': '62 (Arc 5+), 61 (Arc 3-4), 15-20 (Ex 2)', 'Gender': 'Male', 'Blood Type': nan}"
Felt,153.0,fictional,ReZero kara Hajimeru Isekai Seikatsu 2nd Season,anime,"{'Birthday': 'Aug 8', 'Age': '14-16', 'Gender': 'Female', 'Blood Type': nan}"
Reinhard van Astrea,184.0,fictional,ReZero kara Hajimeru Isekai Seikatsu 2nd Season,anime,"{'Birthday': 'Jan 1', 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Julius Euclius,179.0,fictional,ReZero kara Hajimeru Isekai Seikatsu 2nd Season,anime,"{'Birthday': 'Jul 7', 'Age': '21 (Arc 3-4) / 22 (Arc 5+)', 'Gender': 'Male', 'Blood Type': nan}"
Toru Hanagata,197.0,fictional,SLAM DUNK,anime,"{'Birthday': 'Dec 9', 'Age': '18', 'Gender': 'Male', 'Blood Type': nan}"
Kenji Fujima,178.0,fictional,SLAM DUNK,anime,"{'Birthday': nan, 'Age': nan, 'Gender': 'Male', 'Blood Type': nan}"
Tomoe,190.0,fictional,Kamisama Hajimemashita Kakohen,anime,"{'Birthday': 'Aug 19', 'Age': '600+', 'Gender': nan, 'Blood Type': 'O'}"
Yukina,152.0,fictional,YuuYuuHakusho,anime,"{'Birthday': 'Nov 21', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Hachiman Hikigaya,175.0,fictional,Yahari Ore no Seishun Love Come wa Machigatteiru Kan,anime,"{'Birthday': 'Aug 8, 1994', 'Age': '16-17', 'Gender': 'Male', 'Blood Type': 'A'}"
Yoichi Isagi,175.0,fictional,Blue Lock,anime,"{'Birthday': 'Apr 1', 'Age': '17', 'Gender': 'Male', 'Blood Type': 'B'}"
Meguru Bachira,176.0,fictional,Blue Lock,anime,"{'Birthday': 'Aug 8', 'Age': '17', 'Gender': 'Male', 'Blood Type': 'AB'}"
Rensuke Kunigami,188.0,fictional,Blue Lock,anime,"{'Birthday': 'Mar 11', 'Age': '17', 'Gender': 'Male', 'Blood Type': 'O'}"
Hyoma Chigiri,177.0,fictional,Blue Lock,anime,"{'Birthday': 'Dec 23', 'Age': '17', 'Gender': 'Male', 'Blood Type': nan}"
Seishirou Nagi,190.0,fictional,Blue Lock,anime,"{'Birthday': 'May 6', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'O'}"
Shouei Barou,187.0,fictional,Blue Lock,anime,"{'Birthday': 'Jun 27', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'A'}"
Reo Mikage,185.0,fictional,Blue Lock,anime,"{'Birthday': 'Aug 12', 'Age': nan, 'Gender': 'Male', 'Blood Type': 'B'}"
Jingo Raichi,184.0,fictional,Blue Lock,anime,"{'Birthday': 'Oct 11', 'Age': '17', 'Gender': 'Male', 'Blood Type': 'A'}"
Gin Gagamaru,190.0,fictional,Blue Lock,anime,"{'Birthday': 'Jan 2', 'Age': '18', 'Gender': 'Male', 'Blood Type': nan}"
Asahi Naruhaya,171.0,fictional,Blue Lock,anime,"{'Birthday': 'Mar 20', 'Age': '16', 'Gender': 'Male', 'Blood Type': nan}"
Kiana Kaslana,163.0,fictional,Benghuai 3 Xin Yan Yong Ran,anime,"{'Birthday': 'Dec 7', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
Bronya Zaychik,147.0,fictional,Benghuai 3 Xin Yan Yong Ran,anime,"{'Birthday': 'Aug 18', 'Age': nan, 'Gender': 'Female', 'Blood Type': nan}"
