name,gender,occupation,height,details
angela simmons,female,"{shoe_designer,magazine_editor}",170.0,"{\"net_worth\": 7500000.0, \"birthday\": \"1987-09-18,age\": 35.0, \"is_alive\": 1.0, \"death\": None}"
angelababy,female,"{singer,actor,model}",168.0,"{\"net_worth\": 40000000.0, \"birthday\": \"1989-02-28,age\": 34.0, \"is_alive\": 1.0, \"death\": None}"
angelica bridges,female,"{actor,model,singer}",173.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1973-11-20,age\": 49.0, \"is_alive\": 1.0, \"death\": None}"
angelina jolie,female,"{actor,model,voice_actor,film_director,screenwriter,film_producer,writer,author}",169.0,"{\"net_worth\": 120000000.0, \"birthday\": \"1975-06-04,age\": 48.0, \"is_alive\": 1.0, \"death\": None}"
angelique boyer,female,"{actor,singer,model}",165.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1988-07-04,age\": 35.0, \"is_alive\": 1.0, \"death\": None}"
angelique kerber,female,tennis_player,172.0,"{\"net_worth\": 30000000.0, \"birthday\": \"1988-01-18,age\": 35.0, \"is_alive\": 1.0, \"death\": None}"
angie dickinson,female,actor,165.0,"{\"net_worth\": 25000000.0, \"birthday\": \"1931-09-30,age\": 91.0, \"is_alive\": 1.0, \"death\": None}"
angie everhart,female,"{model,actor,film_producer}",178.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1969-09-07,age\": 53.0, \"is_alive\": 1.0, \"death\": None}"
angie harmon,female,"{model,actor}",176.0,"{\"net_worth\": 30000000.0, \"birthday\": \"1972-08-10,age\": 50.0, \"is_alive\": 1.0, \"death\": None}"
angie stone,female,"{record_producer,singer,keyboard_player,singer-songwriter,actor}",160.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1961-12-19,age\": 61.0, \"is_alive\": 1.0, \"death\": None}"
angourie rice,female,actor,130.0,"{\"net_worth\": 3000000.0, \"birthday\": \"2001,age\": None, \"is_alive\": None, \"death\": None}"
angry anderson,male,"{singer,actor,singer-songwriter,journalist,presenter,political_activist}",156.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1947-08-05,age\": 75.0, \"is_alive\": 1.0, \"death\": None}"
angus macfadyen,male,"{actor,screenwriter}",178.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1963-09-21,age\": 59.0, \"is_alive\": 1.0, \"death\": None}"
anna torv,female,"{actor,voice_actor}",173.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1979-06-07,age\": 44.0, \"is_alive\": 1.0, \"death\": None}"
annabella sciorra,female,actor,157.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1964-03-24,age\": 59.0, \"is_alive\": 1.0, \"death\": None}"
annabelle wallis,female,actor,170.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1984-09-25,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
annabeth gish,female,actor,173.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1971-03-13,age\": 52.0, \"is_alive\": 1.0, \"death\": None}"
anne archer,female,"{actor,television_producer}",170.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1947-08-24,age\": 75.0, \"is_alive\": 1.0, \"death\": None}"
annalynne mccord,female,"{actor,model}",171.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1987-07-16,age\": 35.0, \"is_alive\": 1.0, \"death\": None}"
annasophia robb,female,"{actor,singer,model}",152.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1993-12-08,age\": 29.0, \"is_alive\": 1.0, \"death\": None}"
annasophia robb,female,"{actor,singer,model}",152.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1993-12-08,age\": 29.0, \"is_alive\": 1.0, \"death\": None}"
anne dudek,female,actor,177.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1975-03-22,age\": 48.0, \"is_alive\": 1.0, \"death\": None}"
anne bancroft,female,"{actor,voice_actor}",173.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1931-09-17,age\": 73.0, \"is_alive\": 0.0, \"death\": \"2005-06-06"}"
anne hathaway,female,"{actor,voice_actor}",173.0,"{\"net_worth\": 60000000.0, \"birthday\": \"1982-11-12,age\": 40.0, \"is_alive\": 1.0, \"death\": None}"
anne heche,female,"{actor,screenwriter,television_producer,television_director,voice_actor}",165.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1969-05-25,age\": 54.0, \"is_alive\": 1.0, \"death\": None}"
anne robinson,female,"{presenter,journalist,actor}",155.0,"{\"net_worth\": 45000000.0, \"birthday\": \"1944-09-26,age\": 78.0, \"is_alive\": 1.0, \"death\": None}"
anne vyalitsyna,female,"{model,actor}",176.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1986-03-19,age\": 37.0, \"is_alive\": 1.0, \"death\": None}"
anneliese van der pol,female,"{singer,actor,dancer}",163.0,"{\"net_worth\": 1000000.0, \"birthday\": \"1984-09-23,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
anne-marie johnson,female,"{actor,impressionist}",180.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1960-07-18,age\": 62.0, \"is_alive\": 1.0, \"death\": None}"
annette bening,female,"{actor,voice_actor}",169.0,"{\"net_worth\": 70000000.0, \"birthday\": \"1958-05-29,age\": 65.0, \"is_alive\": 1.0, \"death\": None}"
annette funicello,female,"{singer,actor}",160.0,"{\"net_worth\": 15000000.0, \"birthday\": \"1942-10-22,age\": 70.0, \"is_alive\": 0.0, \"death\": \"2013-04-08"}"
annette o'toole,female,"{actor,dancer,singer-songwriter}",160.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1952-04-01,age\": 71.0, \"is_alive\": 1.0, \"death\": None}"
annie potts,female,"{actor,voice_actor,television_producer}",160.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1952-10-28,age\": 70.0, \"is_alive\": 1.0, \"death\": None}"
annie lennox,female,"{singer-songwriter,actor,musician,political_activist}",175.0,"{\"net_worth\": 60000000.0, \"birthday\": \"1954-12-25,age\": 68.0, \"is_alive\": 1.0, \"death\": None}"
anson williams,male,"{actor,television_director,television_producer}",179.0,"{\"net_worth\": 1800000.0, \"birthday\": \"1949-09-25,age\": 73.0, \"is_alive\": 1.0, \"death\": None}"
anthea turner,female,"{presenter,journalist}",168.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1960-05-25,age\": 63.0, \"is_alive\": 1.0, \"death\": None}"
anson mount,male,"{actor,film_producer}",185.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1973-02-25,age\": 50.0, \"is_alive\": 1.0, \"death\": None}"
anthony daniels,male,"{actor,teacher,mime_artist}",175.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1946-02-21,age\": 77.0, \"is_alive\": 1.0, \"death\": None}"
anthony anderson,male,"{comedian,actor,television_producer,voice_actor,screenwriter}",178.0,"{\"net_worth\": 25000000.0, \"birthday\": \"1970-08-15,age\": 52.0, \"is_alive\": 1.0, \"death\": None}"
anthony bourdain,male,"{tv_chef,chef,tv_personality,writer,author,screenwriter,actor,television_producer}",193.0,"{\"net_worth\": 16000000.0, \"birthday\": \"1956-06-25,age\": 61.0, \"is_alive\": 0.0, \"death\": \"2018-06-08"}"
anthony edwards,male,"{actor,film_producer,television_director}",188.0,"{\"net_worth\": 40000000.0, \"birthday\": \"1962-07-19,age\": 60.0, \"is_alive\": 1.0, \"death\": None}"
anthony davis,male,basketball_player,208.0,"{\"net_worth\": 60000000.0, \"birthday\": \"1993-03-11,age\": 30.0, \"is_alive\": 1.0, \"death\": None}"
anthony kiedis,male,"{songwriter,actor,singer-songwriter,lyricist,musician}",175.0,"{\"net_worth\": 140000000.0, \"birthday\": \"1962-11-01,age\": 60.0, \"is_alive\": 1.0, \"death\": None}"
anthony lapaglia,male,"{actor,voice_actor,film_producer}",178.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1959-01-31,age\": 64.0, \"is_alive\": 1.0, \"death\": None}"
anthony mackie,male,"{actor,entrepreneur}",178.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1978-09-23,age\": 44.0, \"is_alive\": 1.0, \"death\": None}"
anthony hopkins,male,"{actor,film_score_composer,musician,film_director}",174.0,"{\"net_worth\": 160000000.0, \"birthday\": \"1937-12-31,age\": 85.0, \"is_alive\": 1.0, \"death\": None}"
anthony michael hall,male,"{actor,film_producer,television_producer,musician,film_director,singer-songwriter}",188.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1968-04-14,age\": 55.0, \"is_alive\": 1.0, \"death\": None}"
anthony mcpartlin,male,"{presenter,actor,singer-songwriter,singer,comedian,television_producer,rapper}",173.0,"{\"net_worth\": 40000000.0, \"birthday\": \"1975-11-18,age\": 47.0, \"is_alive\": 1.0, \"death\": None}"
anthony quinn,male,"{actor,writer,painter,film_producer,film_director,professional_boxer,restaurateur}",185.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1915-04-21,age\": 86.0, \"is_alive\": 0.0, \"death\": \"2001-06-03"}"
anthony perkins,male,"{actor,musician,singer,minister_of_religion}",187.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1932-04-04,age\": 60.0, \"is_alive\": 0.0, \"death\": \"1992-09-12"}"
anthony rapp,male,"{singer,actor,author}",173.0,"{\"net_worth\": 2000000.0, \"birthday\": \"1971-10-26,age\": 51.0, \"is_alive\": 1.0, \"death\": None}"
anthony zerbe,male,actor,178.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1936-05-20,age\": 87.0, \"is_alive\": 1.0, \"death\": None}"
antoine griezmann,male,football_player,176.0,"{\"net_worth\": 60000000.0, \"birthday\": \"1991-03-21,age\": 32.0, \"is_alive\": 1.0, \"death\": None}"
anton yelchin,male,"{actor,voice_actor}",175.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1989-03-11,age\": 34.0, \"is_alive\": 1.0, \"death\": None}"
antony cotton,male,"{actor,singer}",177.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1975-08-05,age\": 47.0, \"is_alive\": 1.0, \"death\": None}"
antonio banderas,male,"{actor,voice_actor,film_producer,film_director,businessperson,singer,dancer,guitarist}",174.0,"{\"net_worth\": 50000000.0, \"birthday\": \"1960-08-10,age\": 62.0, \"is_alive\": 1.0, \"death\": None}"
antonio brown,male,american_football_player,178.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1988-07-10,age\": 34.0, \"is_alive\": 1.0, \"death\": None}"
antony starr,male,actor,180.0,"{\"net_worth\": 2000000.0, \"birthday\": \"1975-10-25,age\": 47.0, \"is_alive\": 1.0, \"death\": None}"
anupam kher,male,"{actor,film_producer,film_director}",180.0,"{\"net_worth\": 70000000.0, \"birthday\": \"1955-03-07,age\": 68.0, \"is_alive\": 1.0, \"death\": None}"
anushka sharma,female,"{actor,model}",175.0,"{\"net_worth\": 16000000.0, \"birthday\": \"1988-05-01,age\": 35.0, \"is_alive\": 1.0, \"death\": None}"
anushka shetty,female,"{actor,yoga_instructor}",183.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1981-11-07,age\": 41.0, \"is_alive\": 1.0, \"death\": None}"
april bowlby,female,actor,177.0,"{\"net_worth\": 2000000.0, \"birthday\": \"1980-07-30,age\": 42.0, \"is_alive\": 1.0, \"death\": None}"
archie panjabi,female,"{actor,voice_actor}",160.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1972-05-31,age\": 51.0, \"is_alive\": 1.0, \"death\": None}"
arden myrin,female,"{actor,comedian}",162.0,"{\"net_worth\": 1500000.0, \"birthday\": \"1973-12-10,age\": 49.0, \"is_alive\": 1.0, \"death\": None}"
aretha franklin,female,"{singer,songwriter,actor,artist,singer-songwriter,musician,music_artist}",165.0,"{\"net_worth\": 80000000.0, \"birthday\": \"1942-03-25,age\": 76.0, \"is_alive\": 0.0, \"death\": \"2018-08-16"}"
ari graynor,female,"{actor,photographer,voice_actor}",165.0,"{\"net_worth\": 1000000.0, \"birthday\": \"1983-04-27,age\": 40.0, \"is_alive\": 1.0, \"death\": None}"
ariana grande,female,"{actor,singer,songwriter,philanthropist}",153.0,"{\"net_worth\": 150000000.0, \"birthday\": \"1993-06-26,age\": 30.0, \"is_alive\": 1.0, \"death\": None}"
arianne zucker,female,actor,175.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1974-06-03,age\": 49.0, \"is_alive\": 1.0, \"death\": None}"
arianny celeste,female,"{model,actor}",168.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1985-11-12,age\": 37.0, \"is_alive\": 1.0, \"death\": None}"
ariel winter,female,"{actor,singer,voice_actor}",163.0,"{\"net_worth\": 12000000.0, \"birthday\": \"1998-01-28,age\": 25.0, \"is_alive\": 1.0, \"death\": None}"
ariana richards,female,"{actor,painter}",167.0,"{\"net_worth\": 1500000.0, \"birthday\": \"1979-09-11,age\": 43.0, \"is_alive\": 1.0, \"death\": None}"
arielle kebbel,female,"{actor,model,singer}",173.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1985-02-19,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
arjun rampal,male,"{actor,model,film_producer,presenter}",187.0,"{\"net_worth\": 15000000.0, \"birthday\": \"1972-11-26,age\": 50.0, \"is_alive\": 1.0, \"death\": None}"
arjun kapoor,male,"{actor,film_producer}",185.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1985-06-26,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
arliss howard,male,"{actor,writer,film_director}",175.0,"{\"net_worth\": 16000000.0, \"birthday\": \"1954-10-18,age\": 68.0, \"is_alive\": 1.0, \"death\": None}"
armand assante,male,"{actor,voice_actor}",178.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1949-10-04,age\": 73.0, \"is_alive\": 1.0, \"death\": None}"
armin shimerman,male,"{actor,voice_actor,writer}",166.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1949-11-05,age\": 73.0, \"is_alive\": 1.0, \"death\": None}"
arnold vosloo,male,"{actor,spokesperson,voice_actor}",188.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1962-06-16,age\": 61.0, \"is_alive\": 1.0, \"death\": None}"
arnold schwarzenegger,male,"{actor,bodybuilder,politician,entrepreneur,businessperson,investor,film_producer,television_director,writer}",188.0,"{\"net_worth\": 400000000.0, \"birthday\": \"1947-07-30,age\": 75.0, \"is_alive\": 1.0, \"death\": None}"
arsenio hall,male,"{comedian,actor,television_producer,screenwriter,voice_actor,film_producer,presenter}",180.0,"{\"net_worth\": 16000000.0, \"birthday\": \"1956-02-12,age\": 67.0, \"is_alive\": 1.0, \"death\": None}"
armie hammer,male,actor,196.0,"{\"net_worth\": 16000000.0, \"birthday\": \"1986-08-28,age\": 36.0, \"is_alive\": 1.0, \"death\": None}"
art carney,male,"{actor,voice_actor}",178.0,"{\"net_worth\": 16000000.0, \"birthday\": \"1918-11-04,age\": 85.0, \"is_alive\": 0.0, \"death\": \"2003-11-09"}"
art garfunkel,male,"{musician,singer,actor,songwriter,poet}",183.0,"{\"net_worth\": 65000000.0, \"birthday\": \"1941-11-05,age\": 81.0, \"is_alive\": 1.0, \"death\": None}"
arshad warsi,male,"{actor,singer,presenter,film_producer,choreographer}",165.0,"{\"net_worth\": 40000000.0, \"birthday\": \"1968-04-19,age\": 55.0, \"is_alive\": 1.0, \"death\": None}"
arthur miller,male,"{essayist,playwright,actor,screenwriter,voice_actor}",185.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1915-10-17,age\": 89.0, \"is_alive\": 0.0, \"death\": \"2005-02-10"}"
asa butterfield,male,actor,178.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1997-04-01,age\": 26.0, \"is_alive\": 1.0, \"death\": None}"
asa akira,female,pornographic_film_actor,157.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1986-01-02,age\": 37.0, \"is_alive\": 1.0, \"death\": None}"
asap rocky,male,"{rapper,record_producer}",179.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1988-10-03,age\": 34.0, \"is_alive\": 1.0, \"death\": None}"
ashanti,female,"{actor,singer-songwriter,record_producer,dancer,composer}",160.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1980-10-13,age\": 42.0, \"is_alive\": 1.0, \"death\": None}"
ashlee simpson,female,"{singer,songwriter,actor,singer-songwriter,dancer}",170.0,"{\"net_worth\": 11000000.0, \"birthday\": \"1984-10-03,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
ashley banjo,male,"{presenter,actor,choreographer,dancer}",196.0,"{\"net_worth\": 1000000.0, \"birthday\": \"1988-10-04,age\": 34.0, \"is_alive\": 1.0, \"death\": None}"
ashley benson,female,"{actor,model}",161.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1989-12-18,age\": 33.0, \"is_alive\": 1.0, \"death\": None}"
ashley graham,female,"{model,actor}",175.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1988,age\": None, \"is_alive\": None, \"death\": None}"
ashley greene,female,"{actor,model}",165.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1987-02-21,age\": 36.0, \"is_alive\": 1.0, \"death\": None}"
ashley hamilton,male,"{actor,comedian,musician,singer-songwriter}",193.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1974-09-30,age\": 48.0, \"is_alive\": 1.0, \"death\": None}"
ashley johnson,female,"{actor,voice_actor,singer}",163.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1983-08-09,age\": 39.0, \"is_alive\": 1.0, \"death\": None}"
ashley jones,female,"{actor,film_producer}",170.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1976-09-03,age\": 46.0, \"is_alive\": 1.0, \"death\": None}"
ashley judd,female,"{actor,political_activist,etymologist,television_producer,voice_actor,spokesperson}",170.0,"{\"net_worth\": 22000000.0, \"birthday\": \"1968-04-19,age\": 55.0, \"is_alive\": 1.0, \"death\": None}"
ashley leggat,female,"{actor,dancer,singer}",171.0,"{\"net_worth\": 800000.0, \"birthday\": \"1986-09-26,age\": 36.0, \"is_alive\": 1.0, \"death\": None}"
ashley hinshaw,female,"{actor,fashion_model}",171.0,"{\"net_worth\": 500000.0, \"birthday\": \"1988-12-11,age\": 34.0, \"is_alive\": 1.0, \"death\": None}"
ashley olsen,female,"{actor,television_producer,fashion_designer,businessperson,film_producer}",160.0,"{\"net_worth\": 250000000.0, \"birthday\": \"1986-06-13,age\": 37.0, \"is_alive\": 1.0, \"death\": None}"
ashley rickards,female,actor,163.0,"{\"net_worth\": 2500000.0, \"birthday\": \"1992-05-04,age\": 31.0, \"is_alive\": 1.0, \"death\": None}"
ashley madekwe,female,actor,173.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1981-12-06,age\": 41.0, \"is_alive\": 1.0, \"death\": None}"
ashley scott,female,"{model,actor}",175.0,"{\"net_worth\": 500000.0, \"birthday\": \"1977-07-13,age\": 45.0, \"is_alive\": 1.0, \"death\": None}"
ashley tisdale,female,"{actor,spokesperson,voice_actor,television_producer,singer-songwriter,film_producer}",160.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1985-07-02,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
ashley williams,female,actor,170.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1978-11-12,age\": 44.0, \"is_alive\": 1.0, \"death\": None}"
ashley roberts,female,"{singer,actor,songwriter,dancer,choreographer,tv_personality,model}",161.0,"{\"net_worth\": 1600000.0, \"birthday\": \"1981-09-14,age\": 41.0, \"is_alive\": 1.0, \"death\": None}"
ashley young,male,soccer_player,175.0,"{\"net_worth\": 9000000.0, \"birthday\": \"1985-07-09,age\": 37.0, \"is_alive\": 1.0, \"death\": None}"
ashton holmes,male,"{actor,singer,model}",174.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1978-02-17,age\": 45.0, \"is_alive\": 1.0, \"death\": None}"
ashton irwin,male,"{drummer,singer}",182.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1994-07-07,age\": 29.0, \"is_alive\": 1.0, \"death\": None}"
ashton kutcher,male,"{model,actor,screenwriter,entrepreneur,comedian,television_producer,presenter,voice_actor,film_producer}",189.0,"{\"net_worth\": 200000000.0, \"birthday\": \"1978-02-07,age\": 45.0, \"is_alive\": 1.0, \"death\": None}"
asia argento,female,"{actor,model,singer,film_director,screenwriter,disc_jockey}",168.0,"{\"net_worth\": 1000000.0, \"birthday\": \"1975-09-20,age\": 47.0, \"is_alive\": 1.0, \"death\": None}"
helio castroneves,male,"{race_car_driver,actor}",173.0,"{\"net_worth\": 40000000.0, \"birthday\": \"1975-05-10,age\": 48.0, \"is_alive\": 1.0, \"death\": None}"
asin thottumkal,female,"{actor,model}",163.0,"{\"net_worth\": 16000000.0, \"birthday\": \"1985-10-26,age\": 37.0, \"is_alive\": 1.0, \"death\": None}"
aubrey o'day,female,"{singer,model,singer-songwriter,actor,fashion_designer}",163.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1984-02-11,age\": 39.0, \"is_alive\": 1.0, \"death\": None}"
atticus shaffer,male,"{actor,voice_actor}",112.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1998-06-19,age\": 25.0, \"is_alive\": 1.0, \"death\": None}"
audie murphy,male,"{actor,soldier,songwriter}",165.0,"{\"net_worth\": 300000.0, \"birthday\": \"1925-06-20,age\": 45.0, \"is_alive\": 0.0, \"death\": \"1971-05-28"}"
aubrey plaza,female,"{actor,comedian,voice_actor}",168.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1984-06-26,age\": 39.0, \"is_alive\": 1.0, \"death\": None}"
audley harrison,male,"{professional_boxer,tv_personality}",197.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1971-10-26,age\": 51.0, \"is_alive\": 1.0, \"death\": None}"
audrey hepburn,female,"{model,actor,dancer}",170.0,"{\"net_worth\": 100000000.0, \"birthday\": \"1929-05-04,age\": 63.0, \"is_alive\": 0.0, \"death\": \"1993-01-20"}"
audrey landers,female,"{singer,actor,screenwriter,television_producer,songwriter,composer}",160.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1956-07-18,age\": 66.0, \"is_alive\": 1.0, \"death\": None}"
audrey meadows,female,"{banker,actor,memoirist}",168.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1922-02-08,age\": 73.0, \"is_alive\": 0.0, \"death\": \"1996-02-03"}"
audra mcdonald,female,"{singer,actor}",172.0,"{\"net_worth\": 2000000.0, \"birthday\": \"1970-07-03,age\": 53.0, \"is_alive\": 1.0, \"death\": None}"
audrey tautou,female,"{actor,model}",160.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1976-08-09,age\": 46.0, \"is_alive\": 1.0, \"death\": None}"
audrina patridge,female,"{actor,model,tv_personality}",171.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1985-05-09,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
austin butler,male,"{actor,singer}",183.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1991-08-17,age\": 31.0, \"is_alive\": 1.0, \"death\": None}"
austin nichols,male,"{actor,film_director,athlete}",191.0,"{\"net_worth\": 4000000.0, \"birthday\": \"1980-04-24,age\": 43.0, \"is_alive\": 1.0, \"death\": None}"
austin mahone,male,"{singer,musician}",178.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1996-04-04,age\": 27.0, \"is_alive\": 1.0, \"death\": None}"
autumn reeser,female,actor,163.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1980-09-21,age\": 42.0, \"is_alive\": 1.0, \"death\": None}"
ava gardner,female,actor,168.0,"{\"net_worth\": 200000.0, \"birthday\": \"1922-12-24,age\": 67.0, \"is_alive\": 0.0, \"death\": \"1990-01-25"}"
avan jogia,male,actor,178.0,"{\"net_worth\": 1000000.0, \"birthday\": \"1992-02-09,age\": 31.0, \"is_alive\": 1.0, \"death\": None}"
avril lavigne,female,"{singer-songwriter,fashion_designer,model,actor,guitarist,musician,record_producer,artist,music_artist}",155.0,"{\"net_worth\": 60000000.0, \"birthday\": \"1984-09-27,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
axl rose,male,"{singer,singer-songwriter,musician,guitarist,film_producer,record_producer}",175.0,"{\"net_worth\": 200000000.0, \"birthday\": \"1962-02-06,age\": 61.0, \"is_alive\": 1.0, \"death\": None}"
ayelet zurer,female,actor,169.0,"{\"net_worth\": 5000000.0, \"birthday\": \"1969-06-28,age\": 54.0, \"is_alive\": 1.0, \"death\": None}"
azealia banks,female,"{rapper,singer,lyricist,songwriter}",170.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1991-05-31,age\": 32.0, \"is_alive\": 1.0, \"death\": None}"
aziz ansari,male,"{comedian,television_producer,actor,screenwriter,voice_actor,stand-up_comedian}",168.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1983-02-23,age\": 40.0, \"is_alive\": 1.0, \"death\": None}"
babe ruth,male,"{baseball_player,actor}",188.0,"{\"net_worth\": 800000.0, \"birthday\": \"1895-02-06,age\": 53.0, \"is_alive\": 0.0, \"death\": \"1948-08-16"}"
bailee madison,female,"{actor,child_actor}",165.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1999-10-15,age\": 23.0, \"is_alive\": 1.0, \"death\": None}"
bai ling,female,"{actor,film_producer,screenwriter,voice_actor}",160.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1966-10-10,age\": 56.0, \"is_alive\": 1.0, \"death\": None}"
nandamuri balakrishna,male,"{actor,politician}",174.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1960-06-10,age\": 63.0, \"is_alive\": 1.0, \"death\": None}"
bam margera,male,"{stunt_performer,film_director,skateboarder,film_producer,screenwriter,film_editor,tv_personality,radio_personality,actor,television_producer}",173.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1979-09-28,age\": 43.0, \"is_alive\": 1.0, \"death\": None}"
balthazar getty,male,"{actor,musician,model}",183.0,"{\"net_worth\": 200000000.0, \"birthday\": \"1975-01-22,age\": 48.0, \"is_alive\": 1.0, \"death\": None}"
bar refaeli,female,"{fashion_model,actor,supermodel}",174.0,"{\"net_worth\": 25000000.0, \"birthday\": \"1985-06-04,age\": 38.0, \"is_alive\": 1.0, \"death\": None}"
barack obama,male,"{politician,lawyer,writer,author,law_professor}",185.0,"{\"net_worth\": 70000000.0, \"birthday\": \"1961-08-04,age\": 61.0, \"is_alive\": 1.0, \"death\": None}"
barbara bach,female,"{model,actor}",170.0,"{\"net_worth\": 20000000.0, \"birthday\": \"1947-08-27,age\": 75.0, \"is_alive\": 1.0, \"death\": None}"
barbara carrera,female,"{model,actor,painter}",175.0,"{\"net_worth\": 15000000.0, \"birthday\": \"1944-09-01,age\": 78.0, \"is_alive\": 1.0, \"death\": None}"
barbara hale,female,"{actor,model}",165.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1922-04-18,age\": 94.0, \"is_alive\": 0.0, \"death\": \"2017-01-26"}"
barbara eden,female,"{singer,actor}",162.0,"{\"net_worth\": 10000000.0, \"birthday\": \"1931-08-23,age\": 91.0, \"is_alive\": 1.0, \"death\": None}"
barbara hershey,female,actor,165.0,"{\"net_worth\": 12000000.0, \"birthday\": \"1948-02-05,age\": 75.0, \"is_alive\": 1.0, \"death\": None}"
barbara feldon,female,"{model,actor,writer,presenter}",175.0,"{\"net_worth\": 3000000.0, \"birthday\": \"1933-03-12,age\": 90.0, \"is_alive\": 1.0, \"death\": None}"
barbara niven,female,actor,165.0,"{\"net_worth\": 8000000.0, \"birthday\": \"1953-02-26,age\": 70.0, \"is_alive\": 1.0, \"death\": None}"
barbara palvin,female,model,175.0,"{\"net_worth\": 6000000.0, \"birthday\": \"1993-10-08,age\": 29.0, \"is_alive\": 1.0, \"death\": None}"
